icd10,icd10_label,valid_fy2025,valid_fy2026,cc_age_split,cc_sex_split,cc,second_cc,third_cc
S32426A,"Nondisplaced fracture of posterior wall of unspecified acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32426B,"Nondisplaced fracture of posterior wall of unspecified acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32431A,"Displaced fracture of anterior column [iliopubic] of right acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32431B,"Displaced fracture of anterior column [iliopubic] of right acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32432A,"Displaced fracture of anterior column [iliopubic] of left acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32432B,"Displaced fracture of anterior column [iliopubic] of left acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32433A,"Displaced fracture of anterior column [iliopubic] of unspecified acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32433B,"Displaced fracture of anterior column [iliopubic] of unspecified acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32434A,"Nondisplaced fracture of anterior column [iliopubic] of right acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32434B,"Nondisplaced fracture of anterior column [iliopubic] of right acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32435A,"Nondisplaced fracture of anterior column [iliopubic] of left acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32435B,"Nondisplaced fracture of anterior column [iliopubic] of left acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32436A,"Nondisplaced fracture of anterior column [iliopubic] of unspecified acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32436B,"Nondisplaced fracture of anterior column [iliopubic] of unspecified acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32441A,"Displaced fracture of posterior column [ilioischial] of right acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32441B,"Displaced fracture of posterior column [ilioischial] of right acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32442A,"Displaced fracture of posterior column [ilioischial] of left acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32442B,"Displaced fracture of posterior column [ilioischial] of left acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32443A,"Displaced fracture of posterior column [ilioischial] of unspecified acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32443B,"Displaced fracture of posterior column [ilioischial] of unspecified acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32444A,"Nondisplaced fracture of posterior column [ilioischial] of right acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32444B,"Nondisplaced fracture of posterior column [ilioischial] of right acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32445A,"Nondisplaced fracture of posterior column [ilioischial] of left acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32445B,"Nondisplaced fracture of posterior column [ilioischial] of left acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32446A,"Nondisplaced fracture of posterior column [ilioischial] of unspecified acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32446B,"Nondisplaced fracture of posterior column [ilioischial] of unspecified acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32451A,"Displaced transverse fracture of right acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32451B,"Displaced transverse fracture of right acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32452A,"Displaced transverse fracture of left acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32452B,"Displaced transverse fracture of left acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32453A,"Displaced transverse fracture of unspecified acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32453B,"Displaced transverse fracture of unspecified acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32454A,"Nondisplaced transverse fracture of right acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32454B,"Nondisplaced transverse fracture of right acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32455A,"Nondisplaced transverse fracture of left acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32455B,"Nondisplaced transverse fracture of left acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32456A,"Nondisplaced transverse fracture of unspecified acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32456B,"Nondisplaced transverse fracture of unspecified acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32461A,"Displaced associated transverse-posterior fracture of right acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32461B,"Displaced associated transverse-posterior fracture of right acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32462A,"Displaced associated transverse-posterior fracture of left acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32462B,"Displaced associated transverse-posterior fracture of left acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32463A,"Displaced associated transverse-posterior fracture of unspecified acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32463B,"Displaced associated transverse-posterior fracture of unspecified acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32464A,"Nondisplaced associated transverse-posterior fracture of right acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32464B,"Nondisplaced associated transverse-posterior fracture of right acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32465A,"Nondisplaced associated transverse-posterior fracture of left acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32465B,"Nondisplaced associated transverse-posterior fracture of left acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32466A,"Nondisplaced associated transverse-posterior fracture of unspecified acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32466B,"Nondisplaced associated transverse-posterior fracture of unspecified acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32471A,"Displaced fracture of medial wall of right acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32471B,"Displaced fracture of medial wall of right acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32472A,"Displaced fracture of medial wall of left acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32472B,"Displaced fracture of medial wall of left acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32473A,"Displaced fracture of medial wall of unspecified acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32473B,"Displaced fracture of medial wall of unspecified acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32474A,"Nondisplaced fracture of medial wall of right acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32474B,"Nondisplaced fracture of medial wall of right acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32475A,"Nondisplaced fracture of medial wall of left acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32475B,"Nondisplaced fracture of medial wall of left acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32476A,"Nondisplaced fracture of medial wall of unspecified acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32476B,"Nondisplaced fracture of medial wall of unspecified acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32481A,"Displaced dome fracture of right acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32481B,"Displaced dome fracture of right acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32482A,"Displaced dome fracture of left acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32482B,"Displaced dome fracture of left acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32483A,"Displaced dome fracture of unspecified acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32483B,"Displaced dome fracture of unspecified acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32484A,"Nondisplaced dome fracture of right acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32484B,"Nondisplaced dome fracture of right acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32485A,"Nondisplaced dome fracture of left acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32485B,"Nondisplaced dome fracture of left acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32486A,"Nondisplaced dome fracture of unspecified acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32486B,"Nondisplaced dome fracture of unspecified acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32491A,"Other specified fracture of right acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32491B,"Other specified fracture of right acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32492A,"Other specified fracture of left acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32492B,"Other specified fracture of left acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32499A,"Other specified fracture of unspecified acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32499B,"Other specified fracture of unspecified acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32501A,"Unspecified fracture of right pubis, initial encounter for closed fracture",Y,Y,,,226,,
S32501B,"Unspecified fracture of right pubis, initial encounter for open fracture",Y,Y,,,226,,
S32502A,"Unspecified fracture of left pubis, initial encounter for closed fracture",Y,Y,,,226,,
S32502B,"Unspecified fracture of left pubis, initial encounter for open fracture",Y,Y,,,226,,
S32509A,"Unspecified fracture of unspecified pubis, initial encounter for closed fracture",Y,Y,,,226,,
S32509B,"Unspecified fracture of unspecified pubis, initial encounter for open fracture",Y,Y,,,226,,
S32511A,"Fracture of superior rim of right pubis, initial encounter for closed fracture",Y,Y,,,226,,
S32511B,"Fracture of superior rim of right pubis, initial encounter for open fracture",Y,Y,,,226,,
S32512A,"Fracture of superior rim of left pubis, initial encounter for closed fracture",Y,Y,,,226,,
S32512B,"Fracture of superior rim of left pubis, initial encounter for open fracture",Y,Y,,,226,,
S32519A,"Fracture of superior rim of unspecified pubis, initial encounter for closed fracture",Y,Y,,,226,,
S32519B,"Fracture of superior rim of unspecified pubis, initial encounter for open fracture",Y,Y,,,226,,
S32591A,"Other specified fracture of right pubis, initial encounter for closed fracture",Y,Y,,,226,,
S32591B,"Other specified fracture of right pubis, initial encounter for open fracture",Y,Y,,,226,,
S32592A,"Other specified fracture of left pubis, initial encounter for closed fracture",Y,Y,,,226,,
S32592B,"Other specified fracture of left pubis, initial encounter for open fracture",Y,Y,,,226,,
S32599A,"Other specified fracture of unspecified pubis, initial encounter for closed fracture",Y,Y,,,226,,
S32599B,"Other specified fracture of unspecified pubis, initial encounter for open fracture",Y,Y,,,226,,
S32601A,"Unspecified fracture of right ischium, initial encounter for closed fracture",Y,Y,,,226,,
S32601B,"Unspecified fracture of right ischium, initial encounter for open fracture",Y,Y,,,226,,
S32602A,"Unspecified fracture of left ischium, initial encounter for closed fracture",Y,Y,,,226,,
S32602B,"Unspecified fracture of left ischium, initial encounter for open fracture",Y,Y,,,226,,
S32609A,"Unspecified fracture of unspecified ischium, initial encounter for closed fracture",Y,Y,,,226,,
S32609B,"Unspecified fracture of unspecified ischium, initial encounter for open fracture",Y,Y,,,226,,
S32611A,"Displaced avulsion fracture of right ischium, initial encounter for closed fracture",Y,Y,,,226,,
S32611B,"Displaced avulsion fracture of right ischium, initial encounter for open fracture",Y,Y,,,226,,
S32612A,"Displaced avulsion fracture of left ischium, initial encounter for closed fracture",Y,Y,,,226,,
S32612B,"Displaced avulsion fracture of left ischium, initial encounter for open fracture",Y,Y,,,226,,
S32613A,"Displaced avulsion fracture of unspecified ischium, initial encounter for closed fracture",Y,Y,,,226,,
S32613B,"Displaced avulsion fracture of unspecified ischium, initial encounter for open fracture",Y,Y,,,226,,
S32614A,"Nondisplaced avulsion fracture of right ischium, initial encounter for closed fracture",Y,Y,,,226,,
S32614B,"Nondisplaced avulsion fracture of right ischium, initial encounter for open fracture",Y,Y,,,226,,
S32615A,"Nondisplaced avulsion fracture of left ischium, initial encounter for closed fracture",Y,Y,,,226,,
S32615B,"Nondisplaced avulsion fracture of left ischium, initial encounter for open fracture",Y,Y,,,226,,
S32616A,"Nondisplaced avulsion fracture of unspecified ischium, initial encounter for closed fracture",Y,Y,,,226,,
S32616B,"Nondisplaced avulsion fracture of unspecified ischium, initial encounter for open fracture",Y,Y,,,226,,
S32691A,"Other specified fracture of right ischium, initial encounter for closed fracture",Y,Y,,,226,,
S32691B,"Other specified fracture of right ischium, initial encounter for open fracture",Y,Y,,,226,,
S32692A,"Other specified fracture of left ischium, initial encounter for closed fracture",Y,Y,,,226,,
S32692B,"Other specified fracture of left ischium, initial encounter for open fracture",Y,Y,,,226,,
S32699A,"Other specified fracture of unspecified ischium, initial encounter for closed fracture",Y,Y,,,226,,
S32699B,"Other specified fracture of unspecified ischium, initial encounter for open fracture",Y,Y,,,226,,
S32810A,"Multiple fractures of pelvis with stable disruption of pelvic ring, initial encounter for closed fracture",Y,Y,,,226,,
S32810B,"Multiple fractures of pelvis with stable disruption of pelvic ring, initial encounter for open fracture",Y,Y,,,226,,
S32811A,"Multiple fractures of pelvis with unstable disruption of pelvic ring, initial encounter for closed fracture",Y,Y,,,226,,
S32811B,"Multiple fractures of pelvis with unstable disruption of pelvic ring, initial encounter for open fracture",Y,Y,,,226,,
S3282XA,"Multiple fractures of pelvis without disruption of pelvic ring, initial encounter for closed fracture",Y,Y,,,226,,
S3282XB,"Multiple fractures of pelvis without disruption of pelvic ring, initial encounter for open fracture",Y,Y,,,226,,
S3289XA,"Fracture of other parts of pelvis, initial encounter for closed fracture",Y,Y,,,226,,
S3289XB,"Fracture of other parts of pelvis, initial encounter for open fracture",Y,Y,,,226,,
S329XXA,"Fracture of unspecified parts of lumbosacral spine and pelvis, initial encounter for closed fracture",Y,Y,,,226,,
S329XXB,"Fracture of unspecified parts of lumbosacral spine and pelvis, initial encounter for open fracture",Y,Y,,,226,,
S3401XA,"Concussion and edema of lumbar spinal cord, initial encounter",Y,Y,,,110,,
S3401XD,"Concussion and edema of lumbar spinal cord, subsequent encounter",Y,Y,,,110,,
S3401XS,"Concussion and edema of lumbar spinal cord, sequela",Y,Y,,,110,,
