model,metal_level,factor_type,factor_key,factor_label,coefficient
child,gold,diagnosis,HCC208,Pregnancy with Delivery with Complications,2.798
child,silver,diagnosis,HCC208,Pregnancy with Delivery with Complications,2.554
child,bronze,diagnosis,HCC208,Pregnancy with Delivery with Complications,2.151
child,catastrophic,diagnosis,HCC208,Pregnancy with Delivery with Complications,2.065
child,platinum,diagnosis,HCC209,Pregnancy with Delivery with No or Minor Complications,2.183
child,gold,diagnosis,HCC209,Pregnancy with Delivery with No or Minor Complications,1.985
child,silver,diagnosis,HCC209,Pregnancy with Delivery with No or Minor Complications,1.734
child,bronze,diagnosis,HCC209,Pregnancy with Delivery with No or Minor Complications,1.324
child,catastrophic,diagnosis,HCC209,Pregnancy with Delivery with No or Minor Complications,1.218
child,platinum,diagnosis,HCC210,(Ongoing) Pregnancy without Delivery with Major Complications,0.420
child,gold,diagnosis,HCC210,(Ongoing) Pregnancy without Delivery with Major Complications,0.308
child,silver,diagnosis,HCC210,(Ongoing) Pregnancy without Delivery with Major Complications,0.145
child,bronze,diagnosis,HCC210,(Ongoing) Pregnancy without Delivery with Major Complications,0.014
child,catastrophic,diagnosis,HCC210,(Ongoing) Pregnancy without Delivery with Major Complications,0.000
child,platinum,diagnosis,HCC211,(Ongoing) Pregnancy without Delivery with Complications,0.420
child,gold,diagnosis,HCC211,(Ongoing) Pregnancy without Delivery with Complications,0.308
child,silver,diagnosis,HCC211,(Ongoing) Pregnancy without Delivery with Complications,0.145
child,bronze,diagnosis,HCC211,(Ongoing) Pregnancy without Delivery with Complications,0.014
child,catastrophic,diagnosis,HCC211,(Ongoing) Pregnancy without Delivery with Complications,0.000
child,platinum,diagnosis,HCC212,(Ongoing) Pregnancy without Delivery with No or Minor Complications,0.210
child,gold,diagnosis,HCC212,(Ongoing) Pregnancy without Delivery with No or Minor Complications,0.128
child,silver,diagnosis,HCC212,(Ongoing) Pregnancy without Delivery with No or Minor Complications,0.027
child,bronze,diagnosis,HCC212,(Ongoing) Pregnancy without Delivery with No or Minor Complications,0.000
child,catastrophic,diagnosis,HCC212,(Ongoing) Pregnancy without Delivery with No or Minor Complications,0.000
child,platinum,diagnosis,HCC217,"Chronic Ulcer of Skin, Except Pressure",2.285
child,gold,diagnosis,HCC217,"Chronic Ulcer of Skin, Except Pressure",2.193
child,silver,diagnosis,HCC217,"Chronic Ulcer of Skin, Except Pressure",2.119
child,bronze,diagnosis,HCC217,"Chronic Ulcer of Skin, Except Pressure",2.040
child,catastrophic,diagnosis,HCC217,"Chronic Ulcer of Skin, Except Pressure",2.026
child,platinum,diagnosis,HCC218,Extensive Third-Degree Burns,22.632
child,gold,diagnosis,HCC218,Extensive Third-Degree Burns,22.402
child,silver,diagnosis,HCC218,Extensive Third-Degree Burns,22.327
child,bronze,diagnosis,HCC218,Extensive Third-Degree Burns,22.205
child,catastrophic,diagnosis,HCC218,Extensive Third-Degree Burns,22.186
child,platinum,diagnosis,HCC219,Major Skin Burn or Condition,2.588
child,gold,diagnosis,HCC219,Major Skin Burn or Condition,2.430
child,silver,diagnosis,HCC219,Major Skin Burn or Condition,2.328
child,bronze,diagnosis,HCC219,Major Skin Burn or Condition,2.189
child,catastrophic,diagnosis,HCC219,Major Skin Burn or Condition,2.168
child,platinum,diagnosis,HCC223,Severe Head Injury,22.632
child,gold,diagnosis,HCC223,Severe Head Injury,22.402
child,silver,diagnosis,HCC223,Severe Head Injury,22.327
child,bronze,diagnosis,HCC223,Severe Head Injury,22.205
child,catastrophic,diagnosis,HCC223,Severe Head Injury,22.186
child,platinum,diagnosis,HCC226,Hip and Pelvic Fractures,4.602
child,gold,diagnosis,HCC226,Hip and Pelvic Fractures,4.394
child,silver,diagnosis,HCC226,Hip and Pelvic Fractures,4.290
child,bronze,diagnosis,HCC226,Hip and Pelvic Fractures,4.154
child,catastrophic,diagnosis,HCC226,Hip and Pelvic Fractures,4.137
child,platinum,diagnosis,HCC228,Vertebral Fractures without Spinal Cord Injury,4.310
child,gold,diagnosis,HCC228,Vertebral Fractures without Spinal Cord Injury,4.116
child,silver,diagnosis,HCC228,Vertebral Fractures without Spinal Cord Injury,3.999
child,bronze,diagnosis,HCC228,Vertebral Fractures without Spinal Cord Injury,3.829
child,catastrophic,diagnosis,HCC228,Vertebral Fractures without Spinal Cord Injury,3.801
child,platinum,diagnosis,HCC234,Traumatic Amputations and Amputation Complications,4.308
child,gold,diagnosis,HCC234,Traumatic Amputations and Amputation Complications,4.125
child,silver,diagnosis,HCC234,Traumatic Amputations and Amputation Complications,4.026
child,bronze,diagnosis,HCC234,Traumatic Amputations and Amputation Complications,3.865
child,catastrophic,diagnosis,HCC234,Traumatic Amputations and Amputation Complications,3.835
child,platinum,diagnosis,HCC251,"Stem Cell, Including Bone Marrow, Transplant Status/Complications",14.936
child,gold,diagnosis,HCC251,"Stem Cell, Including Bone Marrow, Transplant Status/Complications",14.859
child,silver,diagnosis,HCC251,"Stem Cell, Including Bone Marrow, Transplant Status/Complications",14.793
child,bronze,diagnosis,HCC251,"Stem Cell, Including Bone Marrow, Transplant Status/Complications",14.709
child,catastrophic,diagnosis,HCC251,"Stem Cell, Including Bone Marrow, Transplant Status/Complications",14.693
child,platinum,diagnosis,HCC253,Artificial Openings for Feeding or Elimination,5.156
child,gold,diagnosis,HCC253,Artificial Openings for Feeding or Elimination,4.991
child,silver,diagnosis,HCC253,Artificial Openings for Feeding or Elimination,4.959
child,bronze,diagnosis,HCC253,Artificial Openings for Feeding or Elimination,4.879
child,catastrophic,diagnosis,HCC253,Artificial Openings for Feeding or Elimination,4.875
child,platinum,diagnosis,HCC254,"Amputation Status, Upper Limb or Lower Limb",4.308
child,gold,diagnosis,HCC254,"Amputation Status, Upper Limb or Lower Limb",4.125
child,silver,diagnosis,HCC254,"Amputation Status, Upper Limb or Lower Limb",4.026
child,bronze,diagnosis,HCC254,"Amputation Status, Upper Limb or Lower Limb",3.865
child,catastrophic,diagnosis,HCC254,"Amputation Status, Upper Limb or Lower Limb",3.835
child,platinum,hcc_counts,"Severe illness, 1 payment HCC","Severe illness, 1 payment HCC",-11.722
child,gold,hcc_counts,"Severe illness, 1 payment HCC","Severe illness, 1 payment HCC",-11.771
child,silver,hcc_counts,"Severe illness, 1 payment HCC","Severe illness, 1 payment HCC",-11.801
child,bronze,hcc_counts,"Severe illness, 1 payment HCC","Severe illness, 1 payment HCC",-11.852
child,catastrophic,hcc_counts,"Severe illness, 1 payment HCC","Severe illness, 1 payment HCC",-11.859
child,platinum,hcc_counts,"Severe illness, 2 payment HCCs","Severe illness, 2 payment HCCs",-11.722
child,gold,hcc_counts,"Severe illness, 2 payment HCCs","Severe illness, 2 payment HCCs",-11.771
child,silver,hcc_counts,"Severe illness, 2 payment HCCs","Severe illness, 2 payment HCCs",-11.801
child,bronze,hcc_counts,"Severe illness, 2 payment HCCs","Severe illness, 2 payment HCCs",-11.852
child,catastrophic,hcc_counts,"Severe illness, 2 payment HCCs","Severe illness, 2 payment HCCs",-11.859
child,platinum,hcc_counts,"Severe illness, 3 payment HCCs","Severe illness, 3 payment HCCs",-10.550
child,gold,hcc_counts,"Severe illness, 3 payment HCCs","Severe illness, 3 payment HCCs",-10.622
child,silver,hcc_counts,"Severe illness, 3 payment HCCs","Severe illness, 3 payment HCCs",-10.563
child,bronze,hcc_counts,"Severe illness, 3 payment HCCs","Severe illness, 3 payment HCCs",-10.543
child,catastrophic,hcc_counts,"Severe illness, 3 payment HCCs","Severe illness, 3 payment HCCs",-10.525
child,platinum,hcc_counts,"Severe illness, 4 payment HCCs","Severe illness, 4 payment HCCs",-9.240
child,gold,hcc_counts,"Severe illness, 4 payment HCCs","Severe illness, 4 payment HCCs",-9.248
child,silver,hcc_counts,"Severe illness, 4 payment HCCs","Severe illness, 4 payment HCCs",-9.085
child,bronze,hcc_counts,"Severe illness, 4 payment HCCs","Severe illness, 4 payment HCCs",-8.937
child,catastrophic,hcc_counts,"Severe illness, 4 payment HCCs","Severe illness, 4 payment HCCs",-8.892
child,platinum,hcc_counts,"Severe illness, 5 payment HCCs","Severe illness, 5 payment HCCs",-8.084
child,gold,hcc_counts,"Severe illness, 5 payment HCCs","Severe illness, 5 payment HCCs",-8.044
child,silver,hcc_counts,"Severe illness, 5 payment HCCs","Severe illness, 5 payment HCCs",-7.824
child,bronze,hcc_counts,"Severe illness, 5 payment HCCs","Severe illness, 5 payment HCCs",-7.608
child,catastrophic,hcc_counts,"Severe illness, 5 payment HCCs","Severe illness, 5 payment HCCs",-7.549
child,platinum,hcc_counts,"Severe illness, 6 or 7 payment HCCs","Severe illness, 6 or 7 payment HCCs",-3.580
child,gold,hcc_counts,"Severe illness, 6 or 7 payment HCCs","Severe illness, 6 or 7 payment HCCs",-3.359
child,silver,hcc_counts,"Severe illness, 6 or 7 payment HCCs","Severe illness, 6 or 7 payment HCCs",-3.017
child,bronze,hcc_counts,"Severe illness, 6 or 7 payment HCCs","Severe illness, 6 or 7 payment HCCs",-2.629
child,catastrophic,hcc_counts,"Severe illness, 6 or 7 payment HCCs","Severe illness, 6 or 7 payment HCCs",-2.542
child,platinum,hcc_counts,"Severe illness, 8 or more payment HCCs","Severe illness, 8 or more payment HCCs",16.145
child,gold,hcc_counts,"Severe illness, 8 or more payment HCCs","Severe illness, 8 or more payment HCCs",16.838
child,silver,hcc_counts,"Severe illness, 8 or more payment HCCs","Severe illness, 8 or more payment HCCs",17.410
child,bronze,hcc_counts,"Severe illness, 8 or more payment HCCs","Severe illness, 8 or more payment HCCs",18.129
child,catastrophic,hcc_counts,"Severe illness, 8 or more payment HCCs","Severe illness, 8 or more payment HCCs",18.260
child,platinum,hcc_counts,"Transplant severe illness, 4 or more payment HCCs","Transplant severe illness, 4 or more payment HCCs",13.213
child,gold,hcc_counts,"Transplant severe illness, 4 or more payment HCCs","Transplant severe illness, 4 or more payment HCCs",13.245
child,silver,hcc_counts,"Transplant severe illness, 4 or more payment HCCs","Transplant severe illness, 4 or more payment HCCs",13.254
child,bronze,hcc_counts,"Transplant severe illness, 4 or more payment HCCs","Transplant severe illness, 4 or more payment HCCs",13.269
child,catastrophic,hcc_counts,"Transplant severe illness, 4 or more payment HCCs","Transplant severe illness, 4 or more payment HCCs",13.272
child,platinum,acf,HIV Pre-Exposure Prophylaxis (PREP),HIV Pre-Exposure Prophylaxis (PREP),2.143
child,gold,acf,HIV Pre-Exposure Prophylaxis (PREP),HIV Pre-Exposure Prophylaxis (PREP),2.082
child,silver,acf,HIV Pre-Exposure Prophylaxis (PREP),HIV Pre-Exposure Prophylaxis (PREP),2.016
child,bronze,acf,HIV Pre-Exposure Prophylaxis (PREP),HIV Pre-Exposure Prophylaxis (PREP),1.933
child,catastrophic,acf,HIV Pre-Exposure Prophylaxis (PREP),HIV Pre-Exposure Prophylaxis (PREP),1.914
infant,platinum,group,Extremely Immature * Severity Level 5 (Highest),Extremely Immature * Severity Level 5 (Highest),202.124
infant,gold,group,Extremely Immature * Severity Level 5 (Highest),Extremely Immature * Severity Level 5 (Highest),200.721
infant,silver,group,Extremely Immature * Severity Level 5 (Highest),Extremely Immature * Severity Level 5 (Highest),200.443
infant,bronze,group,Extremely Immature * Severity Level 5 (Highest),Extremely Immature * Severity Level 5 (Highest),199.930
infant,catastrophic,group,Extremely Immature * Severity Level 5 (Highest),Extremely Immature * Severity Level 5 (Highest),199.923
infant,platinum,group,Extremely Immature * Severity Level 4,Extremely Immature * Severity Level 4,135.710
infant,gold,group,Extremely Immature * Severity Level 4,Extremely Immature * Severity Level 4,134.101
infant,silver,group,Extremely Immature * Severity Level 4,Extremely Immature * Severity Level 4,133.672
infant,bronze,group,Extremely Immature * Severity Level 4,Extremely Immature * Severity Level 4,132.966
infant,catastrophic,group,Extremely Immature * Severity Level 4,Extremely Immature * Severity Level 4,132.922
infant,platinum,group,Extremely Immature * Severity Level 3,Extremely Immature * Severity Level 3,31.009
infant,gold,group,Extremely Immature * Severity Level 3,Extremely Immature * Severity Level 3,29.686
infant,silver,group,Extremely Immature * Severity Level 3,Extremely Immature * Severity Level 3,29.283
infant,bronze,group,Extremely Immature * Severity Level 3,Extremely Immature * Severity Level 3,28.690
infant,catastrophic,group,Extremely Immature * Severity Level 3,Extremely Immature * Severity Level 3,28.647
infant,platinum,group,Extremely Immature * Severity Level 2,Extremely Immature * Severity Level 2,31.009
infant,gold,group,Extremely Immature * Severity Level 2,Extremely Immature * Severity Level 2,29.686
infant,silver,group,Extremely Immature * Severity Level 2,Extremely Immature * Severity Level 2,29.283
infant,bronze,group,Extremely Immature * Severity Level 2,Extremely Immature * Severity Level 2,28.690
infant,catastrophic,group,Extremely Immature * Severity Level 2,Extremely Immature * Severity Level 2,28.647
infant,platinum,group,Extremely Immature * Severity Level 1 (Lowest),Extremely Immature * Severity Level 1 (Lowest),31.009
infant,gold,group,Extremely Immature * Severity Level 1 (Lowest),Extremely Immature * Severity Level 1 (Lowest),29.686
infant,silver,group,Extremely Immature * Severity Level 1 (Lowest),Extremely Immature * Severity Level 1 (Lowest),29.283
infant,bronze,group,Extremely Immature * Severity Level 1 (Lowest),Extremely Immature * Severity Level 1 (Lowest),28.690
infant,catastrophic,group,Extremely Immature * Severity Level 1 (Lowest),Extremely Immature * Severity Level 1 (Lowest),28.647
infant,platinum,group,Immature * Severity Level 5 (Highest),Immature * Severity Level 5 (Highest),129.458
infant,gold,group,Immature * Severity Level 5 (Highest),Immature * Severity Level 5 (Highest),128.096
infant,silver,group,Immature * Severity Level 5 (Highest),Immature * Severity Level 5 (Highest),127.837
infant,bronze,group,Immature * Severity Level 5 (Highest),Immature * Severity Level 5 (Highest),127.350
infant,catastrophic,group,Immature * Severity Level 5 (Highest),Immature * Severity Level 5 (Highest),127.343
infant,platinum,group,Immature * Severity Level 4,Immature * Severity Level 4,68.163
infant,gold,group,Immature * Severity Level 4,Immature * Severity Level 4,66.651
infant,silver,group,Immature * Severity Level 4,Immature * Severity Level 4,66.320
infant,bronze,group,Immature * Severity Level 4,Immature * Severity Level 4,65.727
infant,catastrophic,group,Immature * Severity Level 4,Immature * Severity Level 4,65.699
infant,platinum,group,Immature * Severity Level 3,Immature * Severity Level 3,31.009
infant,gold,group,Immature * Severity Level 3,Immature * Severity Level 3,29.686
infant,silver,group,Immature * Severity Level 3,Immature * Severity Level 3,29.283
infant,bronze,group,Immature * Severity Level 3,Immature * Severity Level 3,28.690
infant,catastrophic,group,Immature * Severity Level 3,Immature * Severity Level 3,28.647
infant,platinum,group,Immature * Severity Level 2,Immature * Severity Level 2,26.411
infant,gold,group,Immature * Severity Level 2,Immature * Severity Level 2,25.209
infant,silver,group,Immature * Severity Level 2,Immature * Severity Level 2,24.810
infant,bronze,group,Immature * Severity Level 2,Immature * Severity Level 2,24.230
infant,catastrophic,group,Immature * Severity Level 2,Immature * Severity Level 2,24.181
infant,platinum,group,Immature * Severity Level 1 (Lowest),Immature * Severity Level 1 (Lowest),23.143
infant,gold,group,Immature * Severity Level 1 (Lowest),Immature * Severity Level 1 (Lowest),21.917
infant,silver,group,Immature * Severity Level 1 (Lowest),Immature * Severity Level 1 (Lowest),21.486
infant,bronze,group,Immature * Severity Level 1 (Lowest),Immature * Severity Level 1 (Lowest),20.866
infant,catastrophic,group,Immature * Severity Level 1 (Lowest),Immature * Severity Level 1 (Lowest),20.806
infant,platinum,group,Premature/Multiples * Severity Level 5 (Highest),Premature/Multiples * Severity Level 5 (Highest),110.758
infant,gold,group,Premature/Multiples * Severity Level 5 (Highest),Premature/Multiples * Severity Level 5 (Highest),109.418
infant,silver,group,Premature/Multiples * Severity Level 5 (Highest),Premature/Multiples * Severity Level 5 (Highest),109.135
infant,bronze,group,Premature/Multiples * Severity Level 5 (Highest),Premature/Multiples * Severity Level 5 (Highest),108.626
infant,catastrophic,group,Premature/Multiples * Severity Level 5 (Highest),Premature/Multiples * Severity Level 5 (Highest),108.606
infant,platinum,group,Premature/Multiples * Severity Level 4,Premature/Multiples * Severity Level 4,28.791
infant,gold,group,Premature/Multiples * Severity Level 4,Premature/Multiples * Severity Level 4,27.494
infant,silver,group,Premature/Multiples * Severity Level 4,Premature/Multiples * Severity Level 4,27.114
infant,bronze,group,Premature/Multiples * Severity Level 4,Premature/Multiples * Severity Level 4,26.514
infant,catastrophic,group,Premature/Multiples * Severity Level 4,Premature/Multiples * Severity Level 4,26.473
infant,platinum,group,Premature/Multiples * Severity Level 3,Premature/Multiples * Severity Level 3,12.969
infant,gold,group,Premature/Multiples * Severity Level 3,Premature/Multiples * Severity Level 3,12.062
infant,silver,group,Premature/Multiples * Severity Level 3,Premature/Multiples * Severity Level 3,11.572
infant,bronze,group,Premature/Multiples * Severity Level 3,Premature/Multiples * Severity Level 3,10.902
infant,catastrophic,group,Premature/Multiples * Severity Level 3,Premature/Multiples * Severity Level 3,10.797
infant,platinum,group,Premature/Multiples * Severity Level 2,Premature/Multiples * Severity Level 2,7.878
infant,gold,group,Premature/Multiples * Severity Level 2,Premature/Multiples * Severity Level 2,7.175
infant,silver,group,Premature/Multiples * Severity Level 2,Premature/Multiples * Severity Level 2,6.664
infant,bronze,group,Premature/Multiples * Severity Level 2,Premature/Multiples * Severity Level 2,5.992
infant,catastrophic,group,Premature/Multiples * Severity Level 2,Premature/Multiples * Severity Level 2,5.863
infant,platinum,group,Premature/Multiples * Severity Level 1 (Lowest),Premature/Multiples * Severity Level 1 (Lowest),5.519
infant,gold,group,Premature/Multiples * Severity Level 1 (Lowest),Premature/Multiples * Severity Level 1 (Lowest),4.934
infant,silver,group,Premature/Multiples * Severity Level 1 (Lowest),Premature/Multiples * Severity Level 1 (Lowest),4.429
infant,bronze,group,Premature/Multiples * Severity Level 1 (Lowest),Premature/Multiples * Severity Level 1 (Lowest),3.846
infant,catastrophic,group,Premature/Multiples * Severity Level 1 (Lowest),Premature/Multiples * Severity Level 1 (Lowest),3.726
infant,platinum,group,Term * Severity Level 5 (Highest),Term * Severity Level 5 (Highest),81.499
infant,gold,group,Term * Severity Level 5 (Highest),Term * Severity Level 5 (Highest),80.353
infant,silver,group,Term * Severity Level 5 (Highest),Term * Severity Level 5 (Highest),80.008
infant,bronze,group,Term * Severity Level 5 (Highest),Term * Severity Level 5 (Highest),79.461
infant,catastrophic,group,Term * Severity Level 5 (Highest),Term * Severity Level 5 (Highest),79.415
infant,platinum,group,Term * Severity Level 4,Term * Severity Level 4,16.505
infant,gold,group,Term * Severity Level 4,Term * Severity Level 4,15.543
infant,silver,group,Term * Severity Level 4,Term * Severity Level 4,15.080
infant,bronze,group,Term * Severity Level 4,Term * Severity Level 4,14.433
infant,catastrophic,group,Term * Severity Level 4,Term * Severity Level 4,14.351
infant,platinum,group,Term * Severity Level 3,Term * Severity Level 3,5.467
infant,gold,group,Term * Severity Level 3,Term * Severity Level 3,4.914
infant,silver,group,Term * Severity Level 3,Term * Severity Level 3,4.413
infant,bronze,group,Term * Severity Level 3,Term * Severity Level 3,3.825
infant,catastrophic,group,Term * Severity Level 3,Term * Severity Level 3,3.702
infant,platinum,group,Term * Severity Level 2,Term * Severity Level 2,3.655
infant,gold,group,Term * Severity Level 2,Term * Severity Level 2,3.183
infant,silver,group,Term * Severity Level 2,Term * Severity Level 2,2.680
infant,bronze,group,Term * Severity Level 2,Term * Severity Level 2,2.112
infant,catastrophic,group,Term * Severity Level 2,Term * Severity Level 2,1.991
infant,platinum,group,Term * Severity Level 1 (Lowest),Term * Severity Level 1 (Lowest),1.955
infant,gold,group,Term * Severity Level 1 (Lowest),Term * Severity Level 1 (Lowest),1.593
infant,silver,group,Term * Severity Level 1 (Lowest),Term * Severity Level 1 (Lowest),1.156
infant,bronze,group,Term * Severity Level 1 (Lowest),Term * Severity Level 1 (Lowest),0.813
infant,catastrophic,group,Term * Severity Level 1 (Lowest),Term * Severity Level 1 (Lowest),0.752
infant,platinum,group,Age1 * Severity Level 5 (Highest),Age1 * Severity Level 5 (Highest),67.661
infant,gold,group,Age1 * Severity Level 5 (Highest),Age1 * Severity Level 5 (Highest),66.998
infant,silver,group,Age1 * Severity Level 5 (Highest),Age1 * Severity Level 5 (Highest),66.818
infant,bronze,group,Age1 * Severity Level 5 (Highest),Age1 * Severity Level 5 (Highest),66.533
infant,catastrophic,group,Age1 * Severity Level 5 (Highest),Age1 * Severity Level 5 (Highest),66.516
infant,platinum,group,Age1 * Severity Level 4,Age1 * Severity Level 4,12.321
infant,gold,group,Age1 * Severity Level 4,Age1 * Severity Level 4,11.828
infant,silver,group,Age1 * Severity Level 4,Age1 * Severity Level 4,11.591
infant,bronze,group,Age1 * Severity Level 4,Age1 * Severity Level 4,11.279
infant,catastrophic,group,Age1 * Severity Level 4,Age1 * Severity Level 4,11.240
infant,platinum,group,Age1 * Severity Level 3,Age1 * Severity Level 3,2.767
infant,gold,group,Age1 * Severity Level 3,Age1 * Severity Level 3,2.515
infant,silver,group,Age1 * Severity Level 3,Age1 * Severity Level 3,2.325
infant,bronze,group,Age1 * Severity Level 3,Age1 * Severity Level 3,2.133
infant,catastrophic,group,Age1 * Severity Level 3,Age1 * Severity Level 3,2.100
infant,platinum,group,Age1 * Severity Level 2,Age1 * Severity Level 2,1.792
infant,gold,group,Age1 * Severity Level 2,Age1 * Severity Level 2,1.572
infant,silver,group,Age1 * Severity Level 2,Age1 * Severity Level 2,1.374
infant,bronze,group,Age1 * Severity Level 2,Age1 * Severity Level 2,1.176
infant,catastrophic,group,Age1 * Severity Level 2,Age1 * Severity Level 2,1.136
infant,platinum,group,Age1 * Severity Level 1 (Lowest),Age1 * Severity Level 1 (Lowest),0.576
infant,gold,group,Age1 * Severity Level 1 (Lowest),Age1 * Severity Level 1 (Lowest),0.485
infant,silver,group,Age1 * Severity Level 1 (Lowest),Age1 * Severity Level 1 (Lowest),0.431
infant,bronze,group,Age1 * Severity Level 1 (Lowest),Age1 * Severity Level 1 (Lowest),0.396
infant,catastrophic,group,Age1 * Severity Level 1 (Lowest),Age1 * Severity Level 1 (Lowest),0.389
infant,platinum,demographic,Age 0 Male,Age 0 Male,0.606
infant,gold,demographic,Age 0 Male,Age 0 Male,0.569
infant,silver,demographic,Age 0 Male,Age 0 Male,0.541
infant,bronze,demographic,Age 0 Male,Age 0 Male,0.484
infant,catastrophic,demographic,Age 0 Male,Age 0 Male,0.471
infant,platinum,demographic,Age 1 Male,Age 1 Male,0.074
infant,gold,demographic,Age 1 Male,Age 1 Male,0.060
infant,silver,demographic,Age 1 Male,Age 1 Male,0.044
infant,bronze,demographic,Age 1 Male,Age 1 Male,0.025
infant,catastrophic,demographic,Age 1 Male,Age 1 Male,0.021
