icd10_code,v28_hcc
L98492,HCC383
L98493,HCC380
L98494,HCC380
L98495,HCC380
L98496,HCC380
L98498,HCC383
L98499,HCC383
L98A111,HCC383
L98A112,HCC383
L98A113,HCC380
L98A114,HCC380
L98A115,HCC380
L98A116,HCC380
L98A118,HCC383
L98A119,HCC383
L98A121,HCC383
L98A122,HCC383
L98A123,HCC380
L98A124,HCC380
L98A125,HCC380
L98A126,HCC380
L98A128,HCC383
L98A129,HCC383
L98A191,HCC383
L98A192,HCC383
L98A193,HCC380
L98A194,HCC380
L98A195,HCC380
L98A196,HCC380
L98A198,HCC383
L98A199,HCC383
L98A211,HCC383
L98A212,HCC383
L98A213,HCC380
L98A214,HCC380
L98A215,HCC380
L98A216,HCC380
L98A218,HCC383
L98A219,HCC383
L98A221,HCC383
L98A222,HCC383
L98A223,HCC380
L98A224,HCC380
L98A225,HCC380
L98A226,HCC380
L98A228,HCC383
L98A229,HCC383
L98A291,HCC383
L98A292,HCC383
L98A293,HCC380
L98A294,HCC380
L98A295,HCC380
L98A296,HCC380
L98A298,HCC383
L98A299,HCC383
L98A311,HCC383
L98A312,HCC383
L98A313,HCC380
L98A314,HCC380
L98A315,HCC380
L98A316,HCC380
L98A318,HCC383
L98A319,HCC383
L98A321,HCC383
L98A322,HCC383
L98A323,HCC380
L98A324,HCC380
L98A325,HCC380
L98A326,HCC380
L98A328,HCC383
L98A329,HCC383
L98A391,HCC383
L98A392,HCC383
L98A393,HCC380
L98A394,HCC380
L98A395,HCC380
L98A396,HCC380
L98A398,HCC383
L98A399,HCC383
M0000,HCC92
M00011,HCC92
M00012,HCC92
M00019,HCC92
M00021,HCC92
M00022,HCC92
M00029,HCC92
M00031,HCC92
M00032,HCC92
M00039,HCC92
M00041,HCC92
M00042,HCC92
M00049,HCC92
M00051,HCC92
M00052,HCC92
M00059,HCC92
M00061,HCC92
M00062,HCC92
M00069,HCC92
M00071,HCC92
M00072,HCC92
M00079,HCC92
M0008,HCC92
M0009,HCC92
M0010,HCC92
M00111,HCC92
M00112,HCC92
M00119,HCC92
M00121,HCC92
M00122,HCC92
M00129,HCC92
M00131,HCC92
M00132,HCC92
M00139,HCC92
M00141,HCC92
M00142,HCC92
M00149,HCC92
M00151,HCC92
M00152,HCC92
M00159,HCC92
M00161,HCC92
M00162,HCC92
M00169,HCC92
M00171,HCC92
M00172,HCC92
M00179,HCC92
M0018,HCC92
M0019,HCC92
M0020,HCC92
M00211,HCC92
M00212,HCC92
M00219,HCC92
M00221,HCC92
M00222,HCC92
M00229,HCC92
M00231,HCC92
M00232,HCC92
M00239,HCC92
M00241,HCC92
M00242,HCC92
M00249,HCC92
M00251,HCC92
M00252,HCC92
M00259,HCC92
M00261,HCC92
M00262,HCC92
M00269,HCC92
M00271,HCC92
M00272,HCC92
M00279,HCC92
M0028,HCC92
M0029,HCC92
M0080,HCC92
M00811,HCC92
M00812,HCC92
M00819,HCC92
M00821,HCC92
M00822,HCC92
M00829,HCC92
M00831,HCC92
M00832,HCC92
M00839,HCC92
M00841,HCC92
M00842,HCC92
M00849,HCC92
M00851,HCC92
M00852,HCC92
M00859,HCC92
M00861,HCC92
M00862,HCC92
M00869,HCC92
M00871,HCC92
M00872,HCC92
M00879,HCC92
M0088,HCC92
M0089,HCC92
M009,HCC92
M01X0,HCC92
M01X11,HCC92
M01X12,HCC92
M01X19,HCC92
M01X21,HCC92
M01X22,HCC92
M01X29,HCC92
M01X31,HCC92
M01X32,HCC92
M01X39,HCC92
M01X41,HCC92
M01X42,HCC92
M01X49,HCC92
M01X51,HCC92
M01X52,HCC92
M01X59,HCC92
M01X61,HCC92
M01X62,HCC92
M01X69,HCC92
M01X71,HCC92
M01X72,HCC92
M01X79,HCC92
M01X8,HCC92
M01X9,HCC92
M0210,HCC92
M02111,HCC92
M02112,HCC92
M02119,HCC92
M02121,HCC92
M02122,HCC92
M02129,HCC92
M02131,HCC92
M02132,HCC92
M02139,HCC92
M02141,HCC92
M02142,HCC92
M02149,HCC92
M02151,HCC92
M02152,HCC92
M02159,HCC92
M02161,HCC92
M02162,HCC92
M02169,HCC92
M02171,HCC92
M02172,HCC92
M02179,HCC92
M0218,HCC92
M0219,HCC92
M0230,HCC94
M02311,HCC94
M02312,HCC94
M02319,HCC94
M02321,HCC94
M02322,HCC94
M02329,HCC94
M02331,HCC94
M02332,HCC94
M02339,HCC94
M02341,HCC94
M02342,HCC94
M02349,HCC94
M02351,HCC94
M02352,HCC94
M02359,HCC94
M02361,HCC94
M02362,HCC94
M02369,HCC94
M02371,HCC94
M02372,HCC94
M02379,HCC94
M0238,HCC94
M0239,HCC94
M0280,HCC92
M02811,HCC92
M02812,HCC92
M02819,HCC92
M02821,HCC92
M02822,HCC92
M02829,HCC92
M02831,HCC92
M02832,HCC92
M02839,HCC92
M02841,HCC92
M02842,HCC92
M02849,HCC92
M02851,HCC92
M02852,HCC92
M02859,HCC92
M02861,HCC92
M02862,HCC92
M02869,HCC92
M02871,HCC92
M02872,HCC92
M02879,HCC92
M0288,HCC92
M0289,HCC92
M029,HCC92
M041,HCC94
M042,HCC94
M048,HCC94
M049,HCC94
M0500,HCC93
M05011,HCC93
M05012,HCC93
M05019,HCC93
M05021,HCC93
M05022,HCC93
M05029,HCC93
M05031,HCC93
M05032,HCC93
M05039,HCC93
M05041,HCC93
M05042,HCC93
M05049,HCC93
M05051,HCC93
M05052,HCC93
M05059,HCC93
M05061,HCC93
M05062,HCC93
M05069,HCC93
M05071,HCC93
M05072,HCC93
M05079,HCC93
M0509,HCC93
M0510,HCC93
M05111,HCC93
M05112,HCC93
M05119,HCC93
M05121,HCC93
M05122,HCC93
M05129,HCC93
M05131,HCC93
M05132,HCC93
M05139,HCC93
M05141,HCC93
M05142,HCC93
M05149,HCC93
M05151,HCC93
M05152,HCC93
M05159,HCC93
M05161,HCC93
M05162,HCC93
M05169,HCC93
M05171,HCC93
M05172,HCC93
M05179,HCC93
M0519,HCC93
M0520,HCC93
M05211,HCC93
M05212,HCC93
M05219,HCC93
M05221,HCC93
M05222,HCC93
M05229,HCC93
M05231,HCC93
M05232,HCC93
M05239,HCC93
M05241,HCC93
M05242,HCC93
M05249,HCC93
M05251,HCC93
M05252,HCC93
M05259,HCC93
M05261,HCC93
M05262,HCC93
M05269,HCC93
M05271,HCC93
M05272,HCC93
M05279,HCC93
M0529,HCC93
M0530,HCC93
M05311,HCC93
M05312,HCC93
M05319,HCC93
M05321,HCC93
M05322,HCC93
M05329,HCC93
M05331,HCC93
M05332,HCC93
M05339,HCC93
M05341,HCC93
M05342,HCC93
M05349,HCC93
M05351,HCC93
M05352,HCC93
M05359,HCC93
M05361,HCC93
M05362,HCC93
M05369,HCC93
M05371,HCC93
M05372,HCC93
M05379,HCC93
M0539,HCC93
M0540,HCC93
M05411,HCC93
M05412,HCC93
M05419,HCC93
M05421,HCC93
M05422,HCC93
M05429,HCC93
M05431,HCC93
M05432,HCC93
M05439,HCC93
M05441,HCC93
M05442,HCC93
M05449,HCC93
M05451,HCC93
M05452,HCC93
M05459,HCC93
M05461,HCC93
M05462,HCC93
M05469,HCC93
M05471,HCC93
M05472,HCC93
M05479,HCC93
M0549,HCC93
M0550,HCC93
M05511,HCC93
M05512,HCC93
M05519,HCC93
M05521,HCC93
M05522,HCC93
M05529,HCC93
M05531,HCC93
M05532,HCC93
M05539,HCC93
M05541,HCC93
M05542,HCC93
M05549,HCC93
M05551,HCC93
M05552,HCC93
M05559,HCC93
M05561,HCC93
M05562,HCC93
M05569,HCC93
M05571,HCC93
M05572,HCC93
M05579,HCC93
M0559,HCC93
M0560,HCC93
M05611,HCC93
M05612,HCC93
M05619,HCC93
M05621,HCC93
M05622,HCC93
M05629,HCC93
M05631,HCC93
M05632,HCC93
M05639,HCC93
M05641,HCC93
M05642,HCC93
M05649,HCC93
M05651,HCC93
M05652,HCC93
M05659,HCC93
M05661,HCC93
M05662,HCC93
M05669,HCC93
M05671,HCC93
M05672,HCC93
M05679,HCC93
M0569,HCC93
M0570,HCC93
M05711,HCC93
M05712,HCC93
M05719,HCC93
M05721,HCC93
M05722,HCC93
M05729,HCC93
M05731,HCC93
M05732,HCC93
M05739,HCC93
M05741,HCC93
M05742,HCC93
M05749,HCC93
M05751,HCC93
M05752,HCC93
M05759,HCC93
M05761,HCC93
M05762,HCC93
M05769,HCC93
M05771,HCC93
M05772,HCC93
M05779,HCC93
M0579,HCC93
M057A,HCC93
M0580,HCC93
M05811,HCC93
M05812,HCC93
M05819,HCC93
M05821,HCC93
M05822,HCC93
M05829,HCC93
M05831,HCC93
M05832,HCC93
M05839,HCC93
M05841,HCC93
M05842,HCC93
M05849,HCC93
M05851,HCC93
M05852,HCC93
M05859,HCC93
M05861,HCC93
M05862,HCC93
M05869,HCC93
M05871,HCC93
M05872,HCC93
M05879,HCC93
M0589,HCC93
M058A,HCC93
M059,HCC93
M05A,HCC93
M0600,HCC93
M06011,HCC93
M06012,HCC93
M06019,HCC93
M06021,HCC93
M06022,HCC93
M06029,HCC93
M06031,HCC93
M06032,HCC93
M06039,HCC93
M06041,HCC93
M06042,HCC93
M06049,HCC93
M06051,HCC93
M06052,HCC93
M06059,HCC93
M06061,HCC93
M06062,HCC93
M06069,HCC93
M06071,HCC93
M06072,HCC93
M06079,HCC93
M0608,HCC93
M0609,HCC93
M060A,HCC93
M061,HCC93
M0620,HCC93
M06211,HCC93
M06212,HCC93
M06219,HCC93
M06221,HCC93
M06222,HCC93
M06229,HCC93
M06231,HCC93
M06232,HCC93
M06239,HCC93
M06241,HCC93
M06242,HCC93
M06249,HCC93
M06251,HCC93
M06252,HCC93
M06259,HCC93
M06261,HCC93
M06262,HCC93
M06269,HCC93
M06271,HCC93
M06272,HCC93
M06279,HCC93
M0628,HCC93
M0629,HCC93
M0630,HCC93
M06311,HCC93
M06312,HCC93
M06319,HCC93
M06321,HCC93
M06322,HCC93
M06329,HCC93
M06331,HCC93
M06332,HCC93
M06339,HCC93
M06341,HCC93
M06342,HCC93
M06349,HCC93
M06351,HCC93
M06352,HCC93
M06359,HCC93
M06361,HCC93
M06362,HCC93
M06369,HCC93
M06371,HCC93
M06372,HCC93
M06379,HCC93
M0638,HCC93
M0639,HCC93
M064,HCC94
M0680,HCC93
M06811,HCC93
M06812,HCC93
M06819,HCC93
M06821,HCC93
M06822,HCC93
M06829,HCC93
M06831,HCC93
M06832,HCC93
M06839,HCC93
M06841,HCC93
M06842,HCC93
M06849,HCC93
M06851,HCC93
M06852,HCC93
M06859,HCC93
M06861,HCC93
M06862,HCC93
M06869,HCC93
M06871,HCC93
M06872,HCC93
M06879,HCC93
M0688,HCC93
M0689,HCC93
M068A,HCC93
M069,HCC93
M0800,HCC93
M08011,HCC93
M08012,HCC93
M08019,HCC93
M08021,HCC93
M08022,HCC93
M08029,HCC93
M08031,HCC93
M08032,HCC93
M08039,HCC93
M08041,HCC93
M08042,HCC93
M08049,HCC93
M08051,HCC93
M08052,HCC93
M08059,HCC93
M08061,HCC93
M08062,HCC93
M08069,HCC93
M08071,HCC93
M08072,HCC93
M08079,HCC93
M0808,HCC93
M0809,HCC93
M080A,HCC93
M081,HCC93
M0820,HCC93
M08211,HCC93
M08212,HCC93
M08219,HCC93
M08221,HCC93
M08222,HCC93
M08229,HCC93
M08231,HCC93
M08232,HCC93
M08239,HCC93
M08241,HCC93
M08242,HCC93
M08249,HCC93
M08251,HCC93
M08252,HCC93
M08259,HCC93
M08261,HCC93
M08262,HCC93
M08269,HCC93
M08271,HCC93
M08272,HCC93
M08279,HCC93
M0828,HCC93
M0829,HCC93
M082A,HCC93
M083,HCC93
M0840,HCC93
M08411,HCC93
M08412,HCC93
M08419,HCC93
M08421,HCC93
M08422,HCC93
M08429,HCC93
M08431,HCC93
M08432,HCC93
M08439,HCC93
M08441,HCC93
M08442,HCC93
M08449,HCC93
M08451,HCC93
M08452,HCC93
M08459,HCC93
M08461,HCC93
M08462,HCC93
M08469,HCC93
M08471,HCC93
M08472,HCC93
M08479,HCC93
M0848,HCC93
M084A,HCC93
M0880,HCC93
M08811,HCC93
M08812,HCC93
M08819,HCC93
M08821,HCC93
M08822,HCC93
M08829,HCC93
M08831,HCC93
M08832,HCC93
M08839,HCC93
M08841,HCC93
M08842,HCC93
M08849,HCC93
M08851,HCC93
M08852,HCC93
M08859,HCC93
M08861,HCC93
M08862,HCC93
M08869,HCC93
M08871,HCC93
M08872,HCC93
M08879,HCC93
M0888,HCC93
M0889,HCC93
M0890,HCC93
M08911,HCC93
M08912,HCC93
M08919,HCC93
M08921,HCC93
M08922,HCC93
M08929,HCC93
M08931,HCC93
M08932,HCC93
M08939,HCC93
M08941,HCC93
M08942,HCC93
M08949,HCC93
M08951,HCC93
M08952,HCC93
M08959,HCC93
M08961,HCC93
M08962,HCC93
M08969,HCC93
M08971,HCC93
M08972,HCC93
M08979,HCC93
M0898,HCC93
M0899,HCC93
M089A,HCC93
M1200,HCC94
M12011,HCC94
M12012,HCC94
M12019,HCC94
M12021,HCC94
M12022,HCC94
M12029,HCC94
M12031,HCC94
M12032,HCC94
M12039,HCC94
M12041,HCC94
M12042,HCC94
M12049,HCC94
M12051,HCC94
M12052,HCC94
M12059,HCC94
M12061,HCC94
M12062,HCC94
M12069,HCC94
M12071,HCC94
M12072,HCC94
M12079,HCC94
M1208,HCC94
M1209,HCC94
M300,HCC94
M301,HCC278
M302,HCC94
M303,HCC93
M308,HCC94
M310,HCC93
M3110,HCC112
M3111,HCC454
M3119,HCC112
M312,HCC93
M3130,HCC93
M3131,HCC93
M314,HCC93
M315,HCC94
M316,HCC94
M317,HCC94
M318,HCC94
M319,HCC94
M3210,HCC94
M3211,HCC94
M3212,HCC94
M3213,HCC280
M3213,HCC94
M3214,HCC94
M3215,HCC94
M3219,HCC94
M328,HCC94
M329,HCC94
M3300,HCC93
M3301,HCC280
M3301,HCC93
M3302,HCC93
M3303,HCC93
M3309,HCC93
M3310,HCC93
M3311,HCC280
M3311,HCC93
M3312,HCC93
M3313,HCC93
M3319,HCC93
M3320,HCC93
M3321,HCC280
M3321,HCC93
M3322,HCC93
M3329,HCC93
M3390,HCC93
M3391,HCC280
M3391,HCC93
M3392,HCC93
M3393,HCC93
M3399,HCC93
M340,HCC93
M341,HCC93
M3481,HCC278
M3481,HCC93
M3482,HCC93
M3483,HCC93
M3489,HCC93
M349,HCC93
M3502,HCC280
M352,HCC94
M3581,HCC2
M360,HCC93
M450,HCC93
M451,HCC93
M452,HCC93
M453,HCC93
M454,HCC93
M455,HCC93
M456,HCC93
M457,HCC93
M458,HCC93
M459,HCC93
M45A0,HCC93
M45A1,HCC93
M45A2,HCC93
M45A3,HCC93
M45A4,HCC93
M45A5,HCC93
M45A6,HCC93
M45A7,HCC93
M45A8,HCC93
M45AB,HCC93
M4620,HCC92
M4621,HCC92
M4622,HCC92
M4623,HCC92
M4624,HCC92
M4625,HCC92
M4626,HCC92
M4627,HCC92
M4628,HCC92
M4630,HCC92
M4631,HCC92
M4632,HCC92
M4633,HCC92
M4634,HCC92
M4635,HCC92
M4636,HCC92
M4637,HCC92
M4638,HCC92
M4639,HCC92
M4850XA,HCC401
M4851XA,HCC401
M4852XA,HCC401
M4853XA,HCC401
M4854XA,HCC401
M4855XA,HCC401
M4856XA,HCC401
M4857XA,HCC401
M4858XA,HCC401
M488X1,HCC93
M488X2,HCC93
M488X3,HCC93
M488X4,HCC93
M488X5,HCC93
M488X6,HCC93
M488X7,HCC93
M488X8,HCC93
M488X9,HCC93
M726,HCC92
M80051A,HCC402
M80052A,HCC402
M80059A,HCC402
M8008XA,HCC401
M80851A,HCC402
M80852A,HCC402
M80859A,HCC402
M8088XA,HCC401
M84451A,HCC402
M84452A,HCC402
M84453A,HCC402
M84459A,HCC402
M84551A,HCC402
M84552A,HCC402
M84553A,HCC402
M84559A,HCC402
M84651A,HCC402
M84652A,HCC402
M84653A,HCC402
M84659A,HCC402
M84754A,HCC402
M84755A,HCC402
M84756A,HCC402
M84757A,HCC402
M84758A,HCC402
M84759A,HCC402
M8600,HCC92
M86011,HCC92
M86012,HCC92
M86019,HCC92
M86021,HCC92
M86022,HCC92
M86029,HCC92
M86031,HCC92
M86032,HCC92
M86039,HCC92
M86041,HCC92
M86042,HCC92
M86049,HCC92
M86051,HCC92
M86052,HCC92
M86059,HCC92
M86061,HCC92
M86062,HCC92
M86069,HCC92
M86071,HCC92
M86072,HCC92
M86079,HCC92
M8608,HCC92
M8609,HCC92
M8610,HCC92
M86111,HCC92
M86112,HCC92
M86119,HCC92
M86121,HCC92
M86122,HCC92
M86129,HCC92
M86131,HCC92
M86132,HCC92
M86139,HCC92
M86141,HCC92
M86142,HCC92
M86149,HCC92
M86151,HCC92
M86152,HCC92
M86159,HCC92
M86161,HCC92
M86162,HCC92
M86169,HCC92
M86171,HCC92
M86172,HCC92
M86179,HCC92
M8618,HCC92
M8619,HCC92
M8620,HCC92
M86211,HCC92
M86212,HCC92
M86219,HCC92
M86221,HCC92
M86222,HCC92
M86229,HCC92
M86231,HCC92
M86232,HCC92
M86239,HCC92
M86241,HCC92
M86242,HCC92
M86249,HCC92
M86251,HCC92
M86252,HCC92
M86259,HCC92
M86261,HCC92
M86262,HCC92
M86269,HCC92
M86271,HCC92
M86272,HCC92
M86279,HCC92
M8628,HCC92
M8629,HCC92
M8630,HCC92
M86311,HCC92
M86312,HCC92
M86319,HCC92
M86321,HCC92
M86322,HCC92
M86329,HCC92
M86331,HCC92
M86332,HCC92
M86339,HCC92
M86341,HCC92
M86342,HCC92
M86349,HCC92
M86351,HCC92
M86352,HCC92
M86359,HCC92
M86361,HCC92
M86362,HCC92
M86369,HCC92
M86371,HCC92
M86372,HCC92
M86379,HCC92
M8638,HCC92
M8639,HCC92
M8640,HCC92
M86411,HCC92
M86412,HCC92
M86419,HCC92
M86421,HCC92
M86422,HCC92
M86429,HCC92
M86431,HCC92
M86432,HCC92
M86439,HCC92
M86441,HCC92
M86442,HCC92
M86449,HCC92
M86451,HCC92
M86452,HCC92
M86459,HCC92
M86461,HCC92
M86462,HCC92
M86469,HCC92
M86471,HCC92
M86472,HCC92
M86479,HCC92
M8648,HCC92
M8649,HCC92
M8650,HCC92
M86511,HCC92
M86512,HCC92
M86519,HCC92
M86521,HCC92
M86522,HCC92
M86529,HCC92
M86531,HCC92
M86532,HCC92
M86539,HCC92
M86541,HCC92
M86542,HCC92
M86549,HCC92
M86551,HCC92
M86552,HCC92
M86559,HCC92
M86561,HCC92
M86562,HCC92
M86569,HCC92
M86571,HCC92
M86572,HCC92
M86579,HCC92
M8658,HCC92
M8659,HCC92
M8660,HCC92
M86611,HCC92
M86612,HCC92
M86619,HCC92
M86621,HCC92
M86622,HCC92
M86629,HCC92
M86631,HCC92
M86632,HCC92
M86639,HCC92
M86641,HCC92
M86642,HCC92
M86649,HCC92
M86651,HCC92
M86652,HCC92
M86659,HCC92
M86661,HCC92
M86662,HCC92
M86669,HCC92
M86671,HCC92
M86672,HCC92
M86679,HCC92
M8668,HCC92
M8669,HCC92
M868X0,HCC92
M868X1,HCC92
M868X2,HCC92
M868X3,HCC92
M868X4,HCC92
M868X5,HCC92
M868X6,HCC92
M868X7,HCC92
M868X8,HCC92
M868X9,HCC92
M869,HCC92
M8700,HCC92
M87011,HCC92
M87012,HCC92
M87019,HCC92
M87021,HCC92
M87022,HCC92
M87029,HCC92
M87031,HCC92
M87032,HCC92
M87033,HCC92
M87034,HCC92
M87035,HCC92
M87036,HCC92
M87037,HCC92
M87038,HCC92
M87039,HCC92
M87041,HCC92
M87042,HCC92
M87043,HCC92
M87044,HCC92
M87045,HCC92
M87046,HCC92
M87050,HCC92
M87051,HCC92
M87052,HCC92
M87059,HCC92
M87061,HCC92
M87062,HCC92
M87063,HCC92
M87064,HCC92
M87065,HCC92
M87066,HCC92
M87071,HCC92
M87072,HCC92
M87073,HCC92
M87074,HCC92
M87075,HCC92
M87076,HCC92
M87077,HCC92
M87078,HCC92
M87079,HCC92
M8708,HCC92
M8709,HCC92
M8720,HCC92
M87211,HCC92
M87212,HCC92
M87219,HCC92
M87221,HCC92
M87222,HCC92
M87229,HCC92
M87231,HCC92
M87232,HCC92
M87233,HCC92
M87234,HCC92
M87235,HCC92
M87236,HCC92
M87237,HCC92
M87238,HCC92
M87239,HCC92
M87241,HCC92
M87242,HCC92
M87243,HCC92
M87244,HCC92
M87245,HCC92
M87246,HCC92
M87250,HCC92
M87251,HCC92
M87252,HCC92
M87256,HCC92
M87261,HCC92
M87262,HCC92
M87263,HCC92
M87264,HCC92
M87265,HCC92
M87266,HCC92
M87271,HCC92
M87272,HCC92
M87273,HCC92
M87274,HCC92
M87275,HCC92
M87276,HCC92
M87277,HCC92
M87278,HCC92
M87279,HCC92
M8728,HCC92
M8729,HCC92
M8730,HCC92
M87311,HCC92
M87312,HCC92
M87319,HCC92
M87321,HCC92
M87322,HCC92
M87329,HCC92
M87331,HCC92
M87332,HCC92
M87333,HCC92
M87334,HCC92
M87335,HCC92
M87336,HCC92
M87337,HCC92
M87338,HCC92
M87339,HCC92
M87341,HCC92
M87342,HCC92
M87343,HCC92
M87344,HCC92
M87345,HCC92
M87346,HCC92
M87350,HCC92
M87351,HCC92
M87352,HCC92
M87353,HCC92
M87361,HCC92
M87362,HCC92
M87363,HCC92
M87364,HCC92
M87365,HCC92
M87366,HCC92
M87371,HCC92
M87372,HCC92
M87373,HCC92
M87374,HCC92
M87375,HCC92
M87376,HCC92
M87377,HCC92
M87378,HCC92
M87379,HCC92
M8738,HCC92
M8739,HCC92
M8780,HCC92
M87811,HCC92
M87812,HCC92
M87819,HCC92
M87821,HCC92
M87822,HCC92
M87829,HCC92
M87831,HCC92
M87832,HCC92
M87833,HCC92
M87834,HCC92
M87835,HCC92
M87836,HCC92
M87837,HCC92
M87838,HCC92
M87839,HCC92
M87841,HCC92
M87842,HCC92
M87843,HCC92
M87844,HCC92
M87845,HCC92
M87849,HCC92
M87850,HCC92
M87851,HCC92
M87852,HCC92
M87859,HCC92
M87861,HCC92
M87862,HCC92
M87863,HCC92
M87864,HCC92
M87865,HCC92
M87869,HCC92
M87871,HCC92
M87872,HCC92
M87873,HCC92
M87874,HCC92
M87875,HCC92
M87876,HCC92
M87877,HCC92
M87878,HCC92
M87879,HCC92
M8788,HCC92
M8789,HCC92
M879,HCC92
M8960,HCC92
M89611,HCC92
M89612,HCC92
M89619,HCC92
M89621,HCC92
M89622,HCC92
M89629,HCC92
M89631,HCC92
M89632,HCC92
M89639,HCC92
M89641,HCC92
M89642,HCC92
M89649,HCC92
M89651,HCC92
M89652,HCC92
M89659,HCC92
M89661,HCC92
M89662,HCC92
M89669,HCC92
M89671,HCC92
M89672,HCC92
M89679,HCC92
M8968,HCC92
M8969,HCC92
M9050,HCC92
M90511,HCC92
M90512,HCC92
M90519,HCC92
M90521,HCC92
M90522,HCC92
M90529,HCC92
M90531,HCC92
M90532,HCC92
M90539,HCC92
M90541,HCC92
M90542,HCC92
M90549,HCC92
M90551,HCC92
M90552,HCC92
M90559,HCC92
M90561,HCC92
M90562,HCC92
M90569,HCC92
M90571,HCC92
M90572,HCC92
M90579,HCC92
M9058,HCC92
M9059,HCC92
M9701XA,HCC402
M9702XA,HCC402
N1830,HCC329
N1831,HCC329
N1832,HCC328
N184,HCC327
N185,HCC326
N186,HCC326
N493,HCC92
N7682,HCC92
P0270,HCC2
P040,HCC137
P0411,HCC137
P0412,HCC137
P0413,HCC137
P0414,HCC137
P0415,HCC137
P0416,HCC137
P0417,HCC137
P0418,HCC137
P0419,HCC137
P041A,HCC137
P042,HCC137
P043,HCC137
P0440,HCC137
P0441,HCC137
P0442,HCC137
P0449,HCC137
P045,HCC137
P046,HCC137
P0481,HCC137
P0489,HCC137
P049,HCC137
P100,HCC248
P101,HCC248
P102,HCC248
P103,HCC248
P104,HCC248
P108,HCC248
P109,HCC248
P110,HCC248
P111,HCC248
P112,HCC248
P115,HCC182
P122,HCC399
P220,HCC213
P260,HCC213
P261,HCC213
P268,HCC213
P269,HCC213
P270,HCC213
P271,HCC213
P278,HCC213
P279,HCC213
P280,HCC213
P2810,HCC213
P2811,HCC213
P2819,HCC213
P285,HCC213
P2881,HCC212
P290,HCC225
P2981,HCC213
P360,HCC2
P3610,HCC2
P3619,HCC2
P362,HCC2
P3630,HCC2
P3639,HCC2
P364,HCC2
P365,HCC2
P368,HCC2
P369,HCC2
P520,HCC248
P521,HCC248
P5221,HCC248
P5222,HCC248
P523,HCC248
P524,HCC248
P525,HCC248
P526,HCC248
P528,HCC248
P529,HCC248
P550,HCC109
P551,HCC109
P558,HCC109
P559,HCC109
P560,HCC109
P5690,HCC109
P5699,HCC109
P570,HCC192
P578,HCC192
P579,HCC192
P771,HCC78
P772,HCC78
P773,HCC78
P779,HCC78
P780,HCC78
P90,HCC201
P910,HCC202
P911,HCC202
P912,HCC202
P913,HCC202
P914,HCC202
P915,HCC202
P9160,HCC202
P9161,HCC202
P9162,HCC202
P9163,HCC202
P91811,HCC202
P91819,HCC202
P91821,HCC249
P91822,HCC249
P91823,HCC249
P91829,HCC249
P9188,HCC202
P919,HCC202
P930,HCC137
P938,HCC137
P961,HCC137
P962,HCC137
Q000,HCC182
Q001,HCC182
Q002,HCC182
Q010,HCC182
Q011,HCC182
Q012,HCC182
Q018,HCC182
Q019,HCC182
Q02,HCC182
Q030,HCC182
Q031,HCC182
Q038,HCC182
Q039,HCC182
Q040,HCC182
Q041,HCC182
Q042,HCC182
Q043,HCC182
Q044,HCC182
Q045,HCC182
Q046,HCC182
Q048,HCC182
Q049,HCC182
Q050,HCC182
Q051,HCC182
Q052,HCC182
Q053,HCC182
Q054,HCC182
Q055,HCC182
Q056,HCC182
Q057,HCC182
Q058,HCC182
Q059,HCC182
Q060,HCC182
Q061,HCC182
Q062,HCC182
Q063,HCC182
Q064,HCC182
Q068,HCC182
Q069,HCC182
Q0700,HCC182
Q0701,HCC182
Q0702,HCC182
Q0703,HCC182
Q078,HCC182
Q079,HCC182
Q400,HCC78
Q410,HCC78
Q411,HCC78
Q412,HCC78
Q418,HCC78
Q419,HCC78
Q420,HCC78
Q421,HCC78
Q422,HCC78
Q423,HCC78
Q428,HCC78
Q429,HCC78
Q431,HCC78
Q432,HCC78
Q433,HCC78
Q442,HCC68
Q443,HCC68
Q4471,HCC68
Q8500,HCC23
Q8501,HCC23
Q8502,HCC23
Q8503,HCC23
Q8509,HCC23
Q851,HCC23
Q8581,HCC23
Q8582,HCC23
Q8583,HCC23
Q8589,HCC23
Q859,HCC23
R092,HCC212
R1116,HCC137
R180,HCC17
R4020,HCC202
R402110,HCC202
R402111,HCC202
R402112,HCC202
R402113,HCC202
R402114,HCC202
R402120,HCC202
R402121,HCC202
R402122,HCC202
R402123,HCC202
R402124,HCC202
R402210,HCC202
R402211,HCC202
R402212,HCC202
R402213,HCC202
R402214,HCC202
R402220,HCC202
R402221,HCC202
R402222,HCC202
R402223,HCC202
R402224,HCC202
R402310,HCC202
R402311,HCC202
R402312,HCC202
R402313,HCC202
R402314,HCC202
R402320,HCC202
R402321,HCC202
R402322,HCC202
R402323,HCC202
R402324,HCC202
R402430,HCC202
R402431,HCC202
R402432,HCC202
R402433,HCC202
R402434,HCC202
R402440,HCC202
R402441,HCC202
R402442,HCC202
R402443,HCC202
R402444,HCC202
R402A,HCC202
R403,HCC202
R4588,HCC155
R4588,HCC155
R532,HCC180
R5600,HCC201
R5601,HCC201
R561,HCC201
R569,HCC201
R570,HCC213
R571,HCC2
R578,HCC2
R579,HCC213
R6510,HCC2
R6511,HCC2
R6520,HCC2
R6521,HCC2
S020XXA,HCC399
S020XXB,HCC399
S02101A,HCC399
S02101B,HCC399
S02102A,HCC399
S02102B,HCC399
