icd10_code,v28_hcc
E083413,HCC37
E083419,HCC298
E083419,HCC37
E083491,HCC37
E083492,HCC37
E083493,HCC37
E083499,HCC37
E083511,HCC298
E083511,HCC37
E083512,HCC298
E083512,HCC37
E083513,HCC298
E083513,HCC37
E083519,HCC298
E083519,HCC37
E083521,HCC298
E083521,HCC37
E083522,HCC298
E083522,HCC37
E083523,HCC298
E083523,HCC37
E083529,HCC298
E083529,HCC37
E083531,HCC298
E083531,HCC37
E083532,HCC298
E083532,HCC37
E083533,HCC298
E083533,HCC37
E083539,HCC298
E083539,HCC37
E083541,HCC298
E083541,HCC37
E083542,HCC298
E083542,HCC37
E083543,HCC298
E083543,HCC37
E083549,HCC298
E083549,HCC37
E083551,HCC298
E083551,HCC37
E083552,HCC298
E083552,HCC37
E083553,HCC298
E083553,HCC37
E083559,HCC298
E083559,HCC37
E083591,HCC298
E083591,HCC37
E083592,HCC298
E083592,HCC37
E083593,HCC298
E083593,HCC37
E083599,HCC298
E083599,HCC37
E0836,HCC37
E0837X1,HCC37
E0837X2,HCC37
E0837X3,HCC37
E0837X9,HCC37
E0839,HCC37
E0840,HCC37
E0841,HCC37
E0842,HCC37
E0843,HCC37
E0844,HCC37
E0849,HCC37
E0851,HCC37
E0852,HCC263
E0852,HCC37
E0859,HCC37
E08610,HCC37
E08618,HCC37
E08620,HCC37
E08621,HCC37
E08621,HCC383
E08622,HCC37
E08622,HCC383
E08628,HCC37
E08630,HCC37
E08638,HCC37
E08641,HCC36
E08649,HCC38
E0865,HCC38
E0869,HCC37
E088,HCC38
E089,HCC38
E1010,HCC36
E1010,HCC36
E1011,HCC36
E1011,HCC36
E1021,HCC37
E1021,HCC37
E1022,HCC37
E1022,HCC37
E1029,HCC37
E1029,HCC37
E10311,HCC298
E10311,HCC37
E10311,HCC37
E10319,HCC37
E10319,HCC37
E103211,HCC298
E103211,HCC37
E103211,HCC37
E103212,HCC298
E103212,HCC37
E103212,HCC37
E103213,HCC298
E103213,HCC37
E103213,HCC37
E103219,HCC298
E103219,HCC37
E103219,HCC37
E103291,HCC37
E103291,HCC37
E103292,HCC37
E103292,HCC37
E103293,HCC37
E103293,HCC37
E103299,HCC37
E103299,HCC37
E103311,HCC298
E103311,HCC37
E103311,HCC37
E103312,HCC298
E103312,HCC37
E103312,HCC37
E103313,HCC298
E103313,HCC37
E103313,HCC37
E103319,HCC298
E103319,HCC37
E103319,HCC37
E103391,HCC37
E103391,HCC37
E103392,HCC37
E103392,HCC37
E103393,HCC37
E103393,HCC37
E103399,HCC37
E103399,HCC37
E103411,HCC298
E103411,HCC37
E103411,HCC37
E103412,HCC298
E103412,HCC37
E103412,HCC37
E103413,HCC298
E103413,HCC37
E103413,HCC37
E103419,HCC298
E103419,HCC37
E103419,HCC37
E103491,HCC37
E103491,HCC37
E103492,HCC37
E103492,HCC37
E103493,HCC37
E103493,HCC37
E103499,HCC37
E103499,HCC37
E103511,HCC298
E103511,HCC37
E103511,HCC37
E103512,HCC298
E103512,HCC37
E103512,HCC37
E103513,HCC298
E103513,HCC37
E103513,HCC37
E103519,HCC298
E103519,HCC37
E103519,HCC37
E103521,HCC298
E103521,HCC37
E103521,HCC37
E103522,HCC298
E103522,HCC37
E103522,HCC37
E103523,HCC298
E103523,HCC37
E103523,HCC37
E103529,HCC298
E103529,HCC37
E103529,HCC37
E103531,HCC298
E103531,HCC37
E103531,HCC37
E103532,HCC298
E103532,HCC37
E103532,HCC37
E103533,HCC298
E103533,HCC37
E103533,HCC37
E103539,HCC298
E103539,HCC37
E103539,HCC37
E103541,HCC298
E103541,HCC37
E103541,HCC37
E103542,HCC298
E103542,HCC37
E103542,HCC37
E103543,HCC298
E103543,HCC37
E103543,HCC37
E103549,HCC298
E103549,HCC37
E103549,HCC37
E103551,HCC298
E103551,HCC37
E103551,HCC37
E103552,HCC298
E103552,HCC37
E103552,HCC37
E103553,HCC298
E103553,HCC37
E103553,HCC37
E103559,HCC298
E103559,HCC37
E103559,HCC37
E103591,HCC298
E103591,HCC37
E103591,HCC37
E103592,HCC298
E103592,HCC37
E103592,HCC37
E103593,HCC298
E103593,HCC37
E103593,HCC37
E103599,HCC298
E103599,HCC37
E103599,HCC37
E1036,HCC37
E1036,HCC37
E1037X1,HCC37
E1037X1,HCC37
E1037X2,HCC37
E1037X2,HCC37
E1037X3,HCC37
E1037X3,HCC37
E1037X9,HCC37
E1037X9,HCC37
E1039,HCC37
E1039,HCC37
E1040,HCC37
E1040,HCC37
E1041,HCC37
E1041,HCC37
E1042,HCC37
E1042,HCC37
E1043,HCC37
E1043,HCC37
E1044,HCC37
E1044,HCC37
E1049,HCC37
E1049,HCC37
E1051,HCC37
E1051,HCC37
E1052,HCC263
E1052,HCC37
E1052,HCC37
E1059,HCC37
E1059,HCC37
E10610,HCC37
E10610,HCC37
E10618,HCC37
E10618,HCC37
E10620,HCC37
E10620,HCC37
E10621,HCC37
E10621,HCC37
E10621,HCC383
E10622,HCC37
E10622,HCC37
E10622,HCC383
E10628,HCC37
E10628,HCC37
E10630,HCC37
E10630,HCC37
E10638,HCC37
E10638,HCC37
E10641,HCC36
E10641,HCC36
E10649,HCC38
E10649,HCC38
E1065,HCC38
E1065,HCC38
E1069,HCC37
E1069,HCC37
E108,HCC38
E108,HCC38
E109,HCC38
E109,HCC38
E1100,HCC36
E1101,HCC36
E1110,HCC36
E1111,HCC36
E1121,HCC37
E1122,HCC37
E1129,HCC37
E11311,HCC298
E11311,HCC37
E11319,HCC37
E113211,HCC298
E113211,HCC37
E113212,HCC298
E113212,HCC37
E113213,HCC298
E113213,HCC37
E113219,HCC298
E113219,HCC37
E113291,HCC37
E113292,HCC37
E113293,HCC37
E113299,HCC37
E113311,HCC298
E113311,HCC37
E113312,HCC298
E113312,HCC37
E113313,HCC298
E113313,HCC37
E113319,HCC298
E113319,HCC37
E113391,HCC37
E113392,HCC37
E113393,HCC37
E113399,HCC37
E113411,HCC298
E113411,HCC37
E113412,HCC298
E113412,HCC37
E113413,HCC298
E113413,HCC37
E113419,HCC298
E113419,HCC37
E113491,HCC37
E113492,HCC37
E113493,HCC37
E113499,HCC37
E113511,HCC298
E113511,HCC37
E113512,HCC298
E113512,HCC37
E113513,HCC298
E113513,HCC37
E113519,HCC298
E113519,HCC37
E113521,HCC298
E113521,HCC37
E113522,HCC298
E113522,HCC37
E113523,HCC298
E113523,HCC37
E113529,HCC298
E113529,HCC37
E113531,HCC298
E113531,HCC37
E113532,HCC298
E113532,HCC37
E113533,HCC298
E113533,HCC37
E113539,HCC298
E113539,HCC37
E113541,HCC298
E113541,HCC37
E113542,HCC298
E113542,HCC37
E113543,HCC298
E113543,HCC37
E113549,HCC298
E113549,HCC37
E113551,HCC298
E113551,HCC37
E113552,HCC298
E113552,HCC37
E113553,HCC298
E113553,HCC37
E113559,HCC298
E113559,HCC37
E113591,HCC298
E113591,HCC37
E113592,HCC298
E113592,HCC37
E113593,HCC298
E113593,HCC37
E113599,HCC298
E113599,HCC37
E1136,HCC37
E1137X1,HCC37
E1137X2,HCC37
E1137X3,HCC37
E1137X9,HCC37
E1139,HCC37
E1140,HCC37
E1141,HCC37
E1142,HCC37
E1143,HCC37
E1144,HCC37
E1149,HCC37
E1151,HCC37
E1152,HCC263
E1152,HCC37
E1159,HCC37
E11610,HCC37
E11618,HCC37
E11620,HCC37
E11621,HCC37
E11621,HCC383
E11622,HCC37
E11622,HCC383
E11628,HCC37
E11630,HCC37
E11638,HCC37
E11641,HCC36
E11649,HCC38
E1165,HCC38
E1169,HCC37
E118,HCC38
E119,HCC38
E1300,HCC36
E1301,HCC36
E1310,HCC36
E1311,HCC36
E1321,HCC37
E1322,HCC37
E1329,HCC37
E13311,HCC298
E13311,HCC37
E13319,HCC37
E133211,HCC298
E133211,HCC37
E133212,HCC298
E133212,HCC37
E133213,HCC298
E133213,HCC37
E133219,HCC298
E133219,HCC37
E133291,HCC37
E133292,HCC37
E133293,HCC37
E133299,HCC37
E133311,HCC298
E133311,HCC37
E133312,HCC298
E133312,HCC37
E133313,HCC298
E133313,HCC37
E133319,HCC298
E133319,HCC37
E133391,HCC37
E133392,HCC37
E133393,HCC37
E133399,HCC37
E133411,HCC298
E133411,HCC37
E133412,HCC298
E133412,HCC37
E133413,HCC298
E133413,HCC37
E133419,HCC298
E133419,HCC37
E133491,HCC37
E133492,HCC37
E133493,HCC37
E133499,HCC37
E133511,HCC298
E133511,HCC37
E133512,HCC298
E133512,HCC37
E133513,HCC298
E133513,HCC37
E133519,HCC298
E133519,HCC37
E133521,HCC298
E133521,HCC37
E133522,HCC298
E133522,HCC37
E133523,HCC298
E133523,HCC37
E133529,HCC298
E133529,HCC37
E133531,HCC298
E133531,HCC37
E133532,HCC298
E133532,HCC37
E133533,HCC298
E133533,HCC37
E133539,HCC298
E133539,HCC37
E133541,HCC298
E133541,HCC37
E133542,HCC298
E133542,HCC37
E133543,HCC298
E133543,HCC37
E133549,HCC298
E133549,HCC37
E133551,HCC298
E133551,HCC37
E133552,HCC298
E133552,HCC37
E133553,HCC298
E133553,HCC37
E133559,HCC298
E133559,HCC37
E133591,HCC298
E133591,HCC37
E133592,HCC298
E133592,HCC37
E133593,HCC298
E133593,HCC37
E133599,HCC298
E133599,HCC37
E1336,HCC37
E1337X1,HCC37
E1337X2,HCC37
E1337X3,HCC37
E1337X9,HCC37
E1339,HCC37
E1340,HCC37
E1341,HCC37
E1342,HCC37
E1343,HCC37
E1344,HCC37
E1349,HCC37
E1351,HCC37
E1352,HCC263
E1352,HCC37
E1359,HCC37
E13610,HCC37
E13618,HCC37
E13620,HCC37
E13621,HCC37
E13621,HCC383
E13622,HCC37
E13622,HCC383
E13628,HCC37
E13630,HCC37
E13638,HCC37
E13641,HCC36
E13649,HCC38
E1365,HCC38
E1369,HCC37
E138,HCC38
E139,HCC38
E220,HCC51
E240,HCC51
E271,HCC51
E310,HCC51
E311,HCC51
E3120,HCC51
E3121,HCC51
E3122,HCC51
E3123,HCC51
E318,HCC51
E319,HCC51
E3400,HCC17
E3401,HCC17
E3409,HCC17
E6601,HCC48
E662,HCC48
E66813,HCC48
E7253,HCC50
E7253,HCC50
E72530,HCC50
E72530,HCC50
E72538,HCC50
E72538,HCC50
E72539,HCC50
E72539,HCC50
E7400,HCC50
E7401,HCC50
E7402,HCC49
E7403,HCC50
E7404,HCC50
E7405,HCC50
E7409,HCC50
E7521,HCC49
E7522,HCC49
E7601,HCC49
E7602,HCC49
E7603,HCC49
E761,HCC49
E76210,HCC49
E76211,HCC49
E76219,HCC49
E7622,HCC49
E7629,HCC49
E763,HCC49
E791,HCC50
E800,HCC50
E801,HCC50
E8020,HCC50
E8021,HCC50
E8029,HCC50
E803,HCC50
E8300,HCC50
E8301,HCC50
E8309,HCC50
E8331,HCC50
E840,HCC277
E8411,HCC277
E8419,HCC277
E848,HCC277
E849,HCC277
E850,HCC50
E851,HCC50
E852,HCC50
E853,HCC50
E854,HCC50
E8581,HCC50
E8582,HCC50
E8589,HCC50
E859,HCC50
E8801,HCC50
E8889,HCC50
F0150,HCC127
F01511,HCC127
F01518,HCC127
F0152,HCC127
F0153,HCC127
F0154,HCC127
F01A0,HCC127
F01A11,HCC127
F01A18,HCC127
F01A2,HCC127
F01A3,HCC127
F01A4,HCC127
F01B0,HCC126
F01B11,HCC126
F01B18,HCC126
F01B2,HCC126
F01B3,HCC126
F01B4,HCC126
F01C0,HCC125
F01C11,HCC125
F01C18,HCC125
F01C2,HCC125
F01C3,HCC125
F01C4,HCC125
F0280,HCC127
F02811,HCC127
F02818,HCC127
F0282,HCC127
F0283,HCC127
F0284,HCC127
F02A0,HCC127
F02A11,HCC127
F02A18,HCC127
F02A2,HCC127
F02A3,HCC127
F02A4,HCC127
F02B0,HCC126
F02B11,HCC126
F02B18,HCC126
F02B2,HCC126
F02B3,HCC126
F02B4,HCC126
F02C0,HCC125
F02C11,HCC125
F02C18,HCC125
F02C2,HCC125
F02C3,HCC125
F02C4,HCC125
F0390,HCC127
F03911,HCC127
F03918,HCC127
F0392,HCC127
F0393,HCC127
F0394,HCC127
F03A0,HCC127
F03A11,HCC127
F03A18,HCC127
F03A2,HCC127
F03A3,HCC127
F03A4,HCC127
F03B0,HCC126
F03B11,HCC126
F03B18,HCC126
F03B2,HCC126
F03B3,HCC126
F03B4,HCC126
F03C0,HCC125
F03C11,HCC125
F03C18,HCC125
F03C2,HCC125
F03C3,HCC125
F03C4,HCC125
F10130,HCC139
F10131,HCC136
F10132,HCC136
F10139,HCC139
F1014,HCC139
F10150,HCC136
F10151,HCC136
F10159,HCC136
F10180,HCC139
F10181,HCC139
F10182,HCC139
F10188,HCC139
F1020,HCC139
F1021,HCC139
F10220,HCC139
F10221,HCC139
F10229,HCC139
F10230,HCC139
F10231,HCC136
F10232,HCC136
F10239,HCC139
F1024,HCC139
F10250,HCC136
F10251,HCC136
F10259,HCC136
F1026,HCC136
F1027,HCC136
F10280,HCC139
F10281,HCC139
F10282,HCC139
F10288,HCC139
F1029,HCC139
F10930,HCC139
F10931,HCC136
F10932,HCC136
F10939,HCC139
F1094,HCC139
F10950,HCC136
F10951,HCC136
F10959,HCC136
F1096,HCC136
F1097,HCC136
F10980,HCC139
F10981,HCC139
F10982,HCC139
F10988,HCC139
F1110,HCC138
F1111,HCC138
F11120,HCC137
F11121,HCC137
F11122,HCC137
F11129,HCC137
F1113,HCC137
F1114,HCC137
F11150,HCC135
F11151,HCC135
F11159,HCC135
F11181,HCC137
F11182,HCC137
F11188,HCC137
F1119,HCC137
F1120,HCC137
F1121,HCC137
F11220,HCC137
F11221,HCC137
F11222,HCC137
F11229,HCC137
F1123,HCC137
F1124,HCC137
F11250,HCC135
F11251,HCC135
F11259,HCC135
F11281,HCC137
F11282,HCC137
F11288,HCC137
F1129,HCC137
F11920,HCC137
F11921,HCC137
F11922,HCC137
F11929,HCC137
F1193,HCC137
F1194,HCC137
F11950,HCC135
F11951,HCC135
F11959,HCC135
F11981,HCC137
F11982,HCC137
F11988,HCC137
F1199,HCC137
F1213,HCC137
F12150,HCC135
F12151,HCC135
F12159,HCC135
F12180,HCC137
F12188,HCC137
F1220,HCC137
F1221,HCC137
F12220,HCC137
F12221,HCC137
F12222,HCC137
F12229,HCC137
F1223,HCC137
F12250,HCC135
F12251,HCC135
F12259,HCC135
F12280,HCC137
F12288,HCC137
F1229,HCC137
F1293,HCC137
F12950,HCC135
F12951,HCC135
F12959,HCC135
F12980,HCC137
F12988,HCC137
F1310,HCC138
F1311,HCC138
F13120,HCC137
F13121,HCC137
F13129,HCC137
F13130,HCC137
F13131,HCC135
F13132,HCC135
F13139,HCC137
F1314,HCC137
F13150,HCC135
F13151,HCC135
F13159,HCC135
F13180,HCC137
F13181,HCC137
F13182,HCC137
F13188,HCC137
F1319,HCC137
F1320,HCC137
F1321,HCC137
F13220,HCC137
F13221,HCC137
F13229,HCC137
F13230,HCC137
F13231,HCC135
F13232,HCC135
F13239,HCC137
F1324,HCC137
F13250,HCC135
F13251,HCC135
F13259,HCC135
F1326,HCC135
F1327,HCC135
F13280,HCC137
F13281,HCC137
F13282,HCC137
F13288,HCC137
F1329,HCC137
F13920,HCC137
F13921,HCC137
F13929,HCC137
F13930,HCC137
F13931,HCC135
F13932,HCC135
F13939,HCC137
F1394,HCC137
F13950,HCC135
F13951,HCC135
F13959,HCC135
F1396,HCC135
F1397,HCC135
F13980,HCC137
F13981,HCC137
F13982,HCC137
F13988,HCC137
F1399,HCC137
F1410,HCC138
F1411,HCC138
F14120,HCC137
F14121,HCC137
F14122,HCC137
F14129,HCC137
F1413,HCC137
F1414,HCC137
F14150,HCC135
F14151,HCC135
F14159,HCC135
F14180,HCC137
F14181,HCC137
F14182,HCC137
F14188,HCC137
F1419,HCC137
F1420,HCC137
F1421,HCC137
F14220,HCC137
F14221,HCC137
F14222,HCC137
F14229,HCC137
F1423,HCC137
F1424,HCC137
F14250,HCC135
F14251,HCC135
F14259,HCC135
F14280,HCC137
F14281,HCC137
F14282,HCC137
F14288,HCC137
F1429,HCC137
F14920,HCC137
F14921,HCC137
F14922,HCC137
F14929,HCC137
F1493,HCC137
F1494,HCC137
F14950,HCC135
F14951,HCC135
F14959,HCC135
F14980,HCC137
F14981,HCC137
F14982,HCC137
F14988,HCC137
F1499,HCC137
F1510,HCC138
F1511,HCC138
F15120,HCC137
F15121,HCC137
F15122,HCC137
F15129,HCC137
F1513,HCC137
F1514,HCC137
F15150,HCC135
F15151,HCC135
F15159,HCC135
F15180,HCC137
F15181,HCC137
F15182,HCC137
F15188,HCC137
F1519,HCC137
F1520,HCC137
F1521,HCC137
F15220,HCC137
F15221,HCC137
F15222,HCC137
F15229,HCC137
F1523,HCC137
F1524,HCC137
F15250,HCC135
F15251,HCC135
F15259,HCC135
F15280,HCC137
F15281,HCC137
F15282,HCC137
F15288,HCC137
F1529,HCC137
F15920,HCC137
F15921,HCC137
F15922,HCC137
F15929,HCC137
F1593,HCC137
F1594,HCC137
F15950,HCC135
F15951,HCC135
F15959,HCC135
F15980,HCC137
F15981,HCC137
F15982,HCC137
F15988,HCC137
F1599,HCC137
F1610,HCC138
F1611,HCC138
F16120,HCC137
F16121,HCC137
F16122,HCC137
F16129,HCC137
F1614,HCC137
F16150,HCC135
F16151,HCC135
F16159,HCC135
F16180,HCC137
F16183,HCC137
F16188,HCC137
F1619,HCC137
F1620,HCC137
F1621,HCC137
F16220,HCC137
F16221,HCC137
F16229,HCC137
F1624,HCC137
F16250,HCC135
F16251,HCC135
F16259,HCC135
F16280,HCC137
F16283,HCC137
F16288,HCC137
F1629,HCC137
F16920,HCC137
F16921,HCC137
F16929,HCC137
F1694,HCC137
F16950,HCC135
F16951,HCC135
F16959,HCC135
F16980,HCC137
F16983,HCC137
F16988,HCC137
F1699,HCC137
F1810,HCC138
F1811,HCC138
F18120,HCC137
F18121,HCC137
F18129,HCC137
F1814,HCC137
F18150,HCC135
F18151,HCC135
F18159,HCC135
F1817,HCC135
F18180,HCC137
F18188,HCC137
F1819,HCC137
F1820,HCC137
F1821,HCC137
F18220,HCC137
F18221,HCC137
F18229,HCC137
F1824,HCC137
F18250,HCC135
F18251,HCC135
F18259,HCC135
F1827,HCC135
F18280,HCC137
F18288,HCC137
F1829,HCC137
F18920,HCC137
F18921,HCC137
F18929,HCC137
F1894,HCC137
F18950,HCC135
F18951,HCC135
F18959,HCC135
F1897,HCC135
F18980,HCC137
F18988,HCC137
F1899,HCC137
F1910,HCC138
F1911,HCC138
F19120,HCC137
F19121,HCC137
F19122,HCC137
F19129,HCC137
F19130,HCC137
F19131,HCC135
F19132,HCC135
F19139,HCC137
F1914,HCC137
F19150,HCC135
F19151,HCC135
F19159,HCC135
F1916,HCC135
F1917,HCC135
F19180,HCC137
F19181,HCC137
F19182,HCC137
F19188,HCC137
F1919,HCC137
F1920,HCC137
F1921,HCC137
F19220,HCC137
F19221,HCC137
F19222,HCC137
F19229,HCC137
F19230,HCC137
F19231,HCC135
F19232,HCC135
F19239,HCC137
F1924,HCC137
F19250,HCC135
F19251,HCC135
F19259,HCC135
F1926,HCC135
F1927,HCC135
F19280,HCC137
F19281,HCC137
F19282,HCC137
F19288,HCC137
F1929,HCC137
F19920,HCC137
F19921,HCC137
F19922,HCC137
F19929,HCC137
F19930,HCC137
F19931,HCC135
F19932,HCC135
F19939,HCC137
F1994,HCC137
F19950,HCC135
F19951,HCC135
F19959,HCC135
F1996,HCC135
F1997,HCC135
F19980,HCC137
F19981,HCC137
F19982,HCC137
F19988,HCC137
F1999,HCC137
F200,HCC151
F200,HCC151
F201,HCC151
F201,HCC151
F202,HCC151
F202,HCC151
F203,HCC151
F203,HCC151
F205,HCC151
F205,HCC151
F2081,HCC151
F2081,HCC151
F2089,HCC151
F2089,HCC151
F209,HCC151
F209,HCC151
F21,HCC153
F21,HCC153
F22,HCC152
F22,HCC152
F23,HCC152
F23,HCC152
F24,HCC152
F24,HCC152
F250,HCC151
F250,HCC151
F251,HCC151
F251,HCC151
F258,HCC151
F258,HCC151
F259,HCC151
F259,HCC151
F28,HCC152
F28,HCC152
F29,HCC152
F29,HCC152
F3010,HCC154
F3010,HCC154
F3011,HCC154
F3011,HCC154
F3012,HCC154
F3012,HCC154
F3013,HCC154
F3013,HCC154
F302,HCC152
F302,HCC152
F303,HCC154
F303,HCC154
F308,HCC154
F308,HCC154
F309,HCC154
F309,HCC154
F310,HCC154
F310,HCC154
F3110,HCC154
F3110,HCC154
F3111,HCC154
F3111,HCC154
F3112,HCC154
F3112,HCC154
F3113,HCC154
F3113,HCC154
F312,HCC152
F312,HCC152
F3130,HCC154
F3130,HCC154
F3131,HCC154
F3131,HCC154
F3132,HCC154
F3132,HCC154
F314,HCC154
F314,HCC154
F315,HCC152
F315,HCC152
F3160,HCC154
F3160,HCC154
F3161,HCC154
F3161,HCC154
F3162,HCC154
F3162,HCC154
F3163,HCC154
F3163,HCC154
F3164,HCC152
F3164,HCC152
F3171,HCC154
F3171,HCC154
F3173,HCC154
F3173,HCC154
F3175,HCC154
F3175,HCC154
F3177,HCC154
F3177,HCC154
F3181,HCC154
F3181,HCC154
F3189,HCC154
F3189,HCC154
F319,HCC154
F319,HCC154
F321,HCC155
F322,HCC155
F322,HCC155
F323,HCC152
F323,HCC152
F331,HCC155
F332,HCC155
F332,HCC155
F333,HCC152
F333,HCC152
F440,HCC153
F440,HCC153
F441,HCC153
F441,HCC153
F4481,HCC153
F4481,HCC153
F481,HCC153
F481,HCC153
F5000,HCC153
F5000,HCC153
F50010,HCC153
F50010,HCC153
F50011,HCC153
F50011,HCC153
F50012,HCC153
F50012,HCC153
F50013,HCC153
F50013,HCC153
F50014,HCC153
F50014,HCC153
F50019,HCC153
F50019,HCC153
F50020,HCC153
F50020,HCC153
F50021,HCC153
F50021,HCC153
F50022,HCC153
F50022,HCC153
F50023,HCC153
F50023,HCC153
F50024,HCC153
F50024,HCC153
F50029,HCC153
F50029,HCC153
F5020,HCC153
F5020,HCC153
F5021,HCC153
F5021,HCC153
F5022,HCC153
F5022,HCC153
F5023,HCC153
F5023,HCC153
F5024,HCC153
F5024,HCC153
F5025,HCC153
F5025,HCC153
F531,HCC152
F600,HCC153
F600,HCC153
F601,HCC153
F601,HCC153
F602,HCC153
F602,HCC153
F603,HCC153
F603,HCC153
F604,HCC153
F604,HCC153
F605,HCC153
F605,HCC153
F606,HCC153
F606,HCC153
F607,HCC153
F607,HCC153
F6081,HCC153
F6081,HCC153
F6089,HCC153
F6089,HCC153
F609,HCC153
F609,HCC153
G041,HCC182
G0482,HCC182
G0489,HCC182
G0491,HCC182
G054,HCC182
G10,HCC200
G110,HCC200
G1110,HCC200
G1111,HCC200
G1119,HCC200
G112,HCC200
G113,HCC200
G114,HCC200
G115,HCC200
G116,HCC200
G118,HCC200
G119,HCC200
G120,HCC190
G121,HCC190
G1220,HCC190
G1221,HCC190
G1222,HCC190
G1223,HCC190
G1224,HCC190
G1225,HCC190
G1229,HCC190
G128,HCC190
G129,HCC190
G14,HCC182
G20A1,HCC199
G20A2,HCC199
G20B1,HCC199
G20B2,HCC199
G20C,HCC199
G213,HCC199
G214,HCC199
G218,HCC199
G219,HCC199
G230,HCC199
G231,HCC199
G232,HCC199
G233,HCC199
G238,HCC199
G239,HCC199
G300,HCC127
G301,HCC127
G308,HCC127
G309,HCC127
G3101,HCC127
G3109,HCC127
G3180,HCC200
G3181,HCC127
G3182,HCC127
G3183,HCC127
G3186,HCC127
G320,HCC182
G3281,HCC182
G35,HCC198
G35A,HCC198
G35B0,HCC198
G35B1,HCC198
G35B2,HCC198
G35C0,HCC198
G35C1,HCC198
G35C2,HCC198
G35D,HCC198
G360,HCC198
G361,HCC198
G368,HCC198
G369,HCC198
G370,HCC198
G371,HCC198
G372,HCC198
G373,HCC182
G374,HCC182
G375,HCC198
G3781,HCC198
G3789,HCC198
G379,HCC198
G40001,HCC201
G40009,HCC201
G40011,HCC201
G40019,HCC201
G40101,HCC201
G40109,HCC201
G40111,HCC201
G40119,HCC201
G40201,HCC201
G40209,HCC201
G40211,HCC201
G40219,HCC201
G40301,HCC201
G40309,HCC201
G40311,HCC201
G40319,HCC201
G40401,HCC201
G40409,HCC201
G40411,HCC201
G40419,HCC201
G4042,HCC201
G40501,HCC201
G40509,HCC201
G40801,HCC201
G40802,HCC201
G40803,HCC201
G40804,HCC201
G40811,HCC201
G40812,HCC201
G40813,HCC201
G40814,HCC201
G40821,HCC201
G40822,HCC201
G40823,HCC201
G40824,HCC201
G40833,HCC201
G40834,HCC201
G40841,HCC201
G40842,HCC201
G40843,HCC201
G40844,HCC201
G4089,HCC201
G40901,HCC201
G40909,HCC201
G40911,HCC201
G40919,HCC201
G40A01,HCC201
G40A09,HCC201
G40A11,HCC201
G40A19,HCC201
G40B01,HCC201
G40B09,HCC201
G40B11,HCC201
G40B19,HCC201
G40C01,HCC201
G40C09,HCC201
G40C11,HCC201
G40C19,HCC201
G546,HCC409
G547,HCC409
G6181,HCC193
G6182,HCC193
G7000,HCC196
G7001,HCC195
G701,HCC196
G702,HCC196
G7080,HCC196
G7081,HCC196
G7089,HCC196
G709,HCC196
G7100,HCC197
G7101,HCC197
G7102,HCC197
G71031,HCC197
G71032,HCC197
G71033,HCC197
G710340,HCC197
G710341,HCC197
G710342,HCC197
G710349,HCC197
G71035,HCC197
G71036,HCC197
G71038,HCC197
G71039,HCC197
G7109,HCC197
G7111,HCC197
G7120,HCC197
G7121,HCC197
G71220,HCC197
G71228,HCC197
G7129,HCC197
G7241,HCC93
G731,HCC196
G733,HCC196
G800,HCC191
G801,HCC192
G802,HCC192
G803,HCC192
G804,HCC192
G808,HCC192
G809,HCC192
G8100,HCC253
G8101,HCC253
G8102,HCC253
G8103,HCC253
G8104,HCC253
G8110,HCC253
G8111,HCC253
G8112,HCC253
G8113,HCC253
G8114,HCC253
G8190,HCC253
G8191,HCC253
G8192,HCC253
G8193,HCC253
G8194,HCC253
G8220,HCC181
G8221,HCC181
G8222,HCC181
G8250,HCC180
G8251,HCC180
G8252,HCC180
G8253,HCC180
G8254,HCC180
G830,HCC254
G8310,HCC254
G8311,HCC254
G8312,HCC254
G8313,HCC254
G8314,HCC254
G8320,HCC254
G8321,HCC254
G8322,HCC254
G8323,HCC254
G8324,HCC254
G8330,HCC254
G8331,HCC254
G8332,HCC254
G8333,HCC254
G8334,HCC254
G834,HCC182
G835,HCC254
G8381,HCC254
G8382,HCC254
G8383,HCC254
G8384,HCC254
G8389,HCC254
G839,HCC254
G901,HCC182
G903,HCC199
G90B,HCC200
G910,HCC127
G911,HCC127
G912,HCC127
G913,HCC127
G914,HCC127
G918,HCC127
G919,HCC127
G931,HCC202
G9342,HCC200
G9343,HCC200
G9344,HCC200
G9345,HCC201
G935,HCC202
G936,HCC202
G937,HCC127
G950,HCC182
G9511,HCC182
G9519,HCC182
G9520,HCC182
G9529,HCC182
G9581,HCC182
G9589,HCC182
G959,HCC182
G992,HCC182
H348110,HCC298
H348111,HCC298
H348112,HCC298
H348120,HCC298
H348121,HCC298
H348122,HCC298
H348130,HCC298
H348131,HCC298
H348132,HCC298
H348190,HCC298
H348191,HCC298
H348192,HCC298
H348310,HCC298
H348311,HCC298
H348312,HCC298
H348320,HCC298
H348321,HCC298
H348322,HCC298
H348330,HCC298
H348331,HCC298
H348332,HCC298
H348390,HCC298
H348391,HCC298
H348392,HCC298
H353210,HCC300
H353210,HCC300
H353211,HCC300
H353211,HCC300
H353212,HCC300
H353212,HCC300
H353213,HCC300
H353213,HCC300
H353220,HCC300
H353220,HCC300
H353221,HCC300
H353221,HCC300
H353222,HCC300
H353222,HCC300
H353223,HCC300
H353223,HCC300
H353230,HCC300
H353230,HCC300
H353231,HCC300
